"HEROP_ID","GEOID","OtpCtTmDr","OtpCtTmDr2","OtpTmDrP","OtpTmDrP2","OtpAvTmDr","OtpAvTmDr2"
"050US13269","13269",0,0,0,0,43.9,87.8
"050US13271","13271",2,0,40,0,32.28,64.56
"050US13273","13273",4,1,100,25,20.05,40.09
"050US13275","13275",0,0,0,0,45.13,90.27
"050US13277","13277",12,12,100,100,7.55,15.09
"050US13279","13279",9,4,100,44.44,14.85,29.7
"050US13281","13281",3,1,75,25,23.87,47.75
"050US13283","13283",0,0,0,0,31.99,63.98
"050US13285","13285",17,4,94.44,22.22,18.34,36.68
"050US13287","13287",3,0,100,0,25.76,51.52
"050US13289","13289",2,0,66.67,0,26.45,52.91
"050US13291","13291",7,2,87.5,25,19.12,38.24
"050US13293","13293",0,0,0,0,53.22,106.44
"050US13295","13295",15,9,83.33,50,16.98,33.96
"050US13297","13297",20,14,100,70,12.93,25.86
"050US13299","13299",9,7,90,70,10.35,20.71
"050US13301","13301",0,0,0,0,45.62,91.25
"050US13303","13303",0,0,0,0,68.18,136.37
"050US13305","13305",0,0,0,0,40.22,80.44
"050US13307","13307",0,0,0,0,35.54,71.08
"050US13309","13309",0,0,0,0,34.74,69.47
"050US13311","13311",3,0,33.33,0,35.13,70.26
"050US13313","13313",22,10,100,45.45,15.68,31.37
"050US13315","13315",1,0,25,0,38.12,76.24
"050US13317","13317",0,0,0,0,51.3,102.6
"050US13319","13319",3,0,100,0,25.53,51.05
"050US13321","13321",2,0,33.33,0,29.94,59.87
"050US15001","15001",13,9,30.23,20.93,40.77,81.53
"050US15003","15003",291,158,88.45,48.02,15.77,31.54
"050US15005","15005",0,0,0,0,NA,NA
"050US15007","15007",0,0,0,0,NA,NA
"050US15009","15009",28,12,62.22,26.67,23.97,47.95
"050US16001","16001",128,118,99.22,91.47,8.73,17.46
"050US16003","16003",0,0,0,0,NA,NA
"050US16005","16005",23,19,95.83,79.17,12.21,24.42
"050US16007","16007",0,0,0,0,78.68,157.37
"050US16009","16009",0,0,0,0,76.31,152.62
"050US16011","16011",1,0,10,0,45.72,91.43
"050US16013","16013",0,0,0,0,NA,NA
"050US16015","16015",0,0,0,0,49.76,99.53
"050US16017","16017",0,0,0,0,56.81,113.63
"050US16019","16019",0,0,0,0,51.79,103.59
"050US16021","16021",0,0,0,0,NA,NA
"050US16023","16023",0,0,0,0,NA,NA
"050US16025","16025",0,0,0,0,NA,NA
"050US16027","16027",53,38,98.15,70.37,11.27,22.54
"050US16029","16029",0,0,0,0,49.86,99.72
"050US16031","16031",0,0,0,0,73.79,147.57
"050US16033","16033",0,0,0,0,NA,NA
"050US16035","16035",0,0,0,0,NA,NA
"050US16037","16037",0,0,0,0,NA,NA
"050US16039","16039",0,0,0,0,52.1,104.2
"050US16041","16041",0,0,0,0,39.14,78.28
"050US16043","16043",0,0,0,0,82.23,164.46
"050US16045","16045",0,0,0,0,41.54,83.08
"050US16047","16047",0,0,0,0,88.92,177.83
"050US16049","16049",0,0,0,0,NA,NA
"050US16051","16051",0,0,0,0,65.7,131.4
"050US16053","16053",0,0,0,0,NA,NA
"050US16055","16055",36,26,92.31,66.67,13.44,26.88
"050US16057","16057",0,0,0,0,84.76,169.52
"050US16059","16059",0,0,0,0,NA,NA
"050US16061","16061",0,0,0,0,NA,NA
"050US16063","16063",0,0,0,0,NA,NA
"050US16065","16065",0,0,0,0,73.07,146.13
"050US16067","16067",0,0,0,0,73.68,147.36
"050US16069","16069",0,0,0,0,NA,NA
"050US16071","16071",0,0,0,0,86.13,172.26
"050US16073","16073",1,0,33.33,0,30.29,60.58
"050US16075","16075",0,0,0,0,42.22,84.44
"050US16077","16077",0,0,0,0,62.85,125.71
"050US16079","16079",0,0,0,0,52.82,105.64
"050US16081","16081",0,0,0,0,NA,NA
"050US16083","16083",0,0,0,0,NA,NA
"050US16085","16085",0,0,0,0,NA,NA
"050US16087","16087",0,0,0,0,78.71,157.43
"050US17001","17001",17,14,89.47,73.68,10.52,21.04
"050US17003","17003",1,0,25,0,34.17,68.34
"050US17005","17005",0,0,0,0,52.64,105.28
"050US17007","17007",10,5,100,50,16.74,33.48
"050US17009","17009",0,0,0,0,53.86,107.72
"050US17011","17011",0,0,0,0,47.04,94.08
"050US17013","17013",0,0,0,0,86.7,173.4
"050US17015","17015",0,0,0,0,55.07,110.13
"050US17017","17017",0,0,0,0,50.57,101.14
"050US17019","17019",48,40,100,83.33,7.31,14.62
"050US17021","17021",1,0,10,0,41.55,83.11
"050US17023","17023",2,0,50,0,26.77,53.53
"050US17025","17025",0,0,0,0,78.5,156.99
"050US17027","17027",0,0,0,0,52.68,105.36
"050US17029","17029",0,0,0,0,50.45,100.9
"050US17031","17031",1331,1330,100,99.92,3.98,7.97
"050US17033","17033",0,0,0,0,57.03,114.06
"050US17035","17035",0,0,0,0,52.1,104.19
"050US17037","17037",12,0,52.17,0,29.42,58.85
"050US17039","17039",1,0,20,0,47.85,95.69
"050US17041","17041",1,0,20,0,33.49,66.98
"050US17043","17043",219,216,100,98.63,7.9,15.8
"050US17045","17045",1,0,20,0,42.95,85.91
"050US17047","17047",0,0,0,0,58.36,116.72
"050US17049","17049",0,0,0,0,70.84,141.68
"050US17051","17051",0,0,0,0,74.19,148.39
"050US17053","17053",0,0,0,0,46.86,93.72
"050US17055","17055",9,2,75,16.67,23.5,47
"050US17057","17057",1,0,8.33,0,46.91,93.82
"050US17059","17059",0,0,0,0,57.94,115.87
"050US17061","17061",0,0,0,0,60.3,120.6
"050US17063","17063",7,0,70,0,26.67,53.34
"050US17065","17065",0,0,0,0,57.26,114.53
"050US17067","17067",0,0,0,0,53.7,107.4
"050US17069","17069",0,0,0,0,65.57,131.14
"050US17071","17071",0,0,0,0,76.34,152.69
"050US17073","17073",5,0,35.71,0,38.31,76.63
"050US17075","17075",2,0,22.22,0,41.59,83.18
"050US17077","17077",12,0,70.59,0,29.05,58.11
"050US17079","17079",0,0,0,0,66.73,133.47
"050US17081","17081",0,0,0,0,45.63,91.26
"050US17083","17083",0,0,0,0,84.31,168.61
"050US17085","17085",5,3,71.43,42.86,19.22,38.45
"050US17087","17087",3,0,75,0,27.33,54.66
"050US17089","17089",104,95,100,91.35,8.79,17.59
"050US17091","17091",30,24,100,80,9.15,18.3
"050US17093","17093",21,13,100,61.9,14.77,29.54
"050US17095","17095",0,0,0,0,40.58,81.16
"050US17097","17097",159,149,100,93.71,8.66,17.32
"050US17099","17099",20,6,71.43,21.43,24.87,49.74
"050US17101","17101",1,0,20,0,31.92,63.84
"050US17103","17103",0,0,0,0,54.99,109.99
"050US17105","17105",0,0,0,0,40.15,80.3
"050US17107","17107",1,0,12.5,0,33.35,66.7
"050US17109","17109",0,0,0,0,78.31,156.62
"050US17111","17111",58,14,90.62,21.88,19.94,39.88
"050US17113","17113",44,39,93.62,82.98,10.2,20.41
"050US17115","17115",36,32,97.3,86.49,8.01,16.01
"050US17117","17117",2,0,15.38,0,46.18,92.35
"050US17119","17119",55,37,87.3,58.73,16.56,33.11
"050US17121","17121",0,0,0,0,66.49,132.99
"050US17123","17123",0,0,0,0,45.05,90.09
"050US17125","17125",0,0,0,0,51.18,102.36
"050US17127","17127",4,2,100,50,16.93,33.86
"050US17129","17129",0,0,0,0,33.76,67.52
"050US17131","17131",1,0,25,0,35.27,70.53
"050US17133","17133",3,0,42.86,0,29.5,58.99
"050US17135","17135",0,0,0,0,56.26,112.53
"050US17137","17137",2,0,20,0,33.49,66.98
"050US17139","17139",1,0,25,0,35.4,70.8
"050US17141","17141",3,0,23.08,0,36.74,73.48
"050US17143","17143",49,41,100,83.67,7.57,15.15
"050US17145","17145",0,0,0,0,58.72,117.45
"050US17147","17147",2,0,50,0,28.31,56.62
"050US17149","17149",0,0,0,0,54.41,108.82
"050US17151","17151",1,0,50,0,34.55,69.1
"050US17153","17153",0,0,0,0,42.48,84.96
"050US17155","17155",0,0,0,0,43.54,87.08
"050US17157","17157",0,0,0,0,63.89,127.79
"050US17159","17159",0,0,0,0,54.68,109.36
"050US17161","17161",42,35,97.67,81.4,10.56,21.12
"050US17163","17163",65,32,95.59,47.06,15.99,31.98
"050US17165","17165",5,0,55.56,0,31.04,62.09
"050US17167","17167",54,46,100,85.19,7.1,14.21
"050US17169","17169",0,0,0,0,70.3,140.59
"050US17171","17171",0,0,0,0,48.7,97.4
"050US17173","17173",0,0,0,0,55.18,110.35
"050US17175","17175",0,0,0,0,42.97,85.93
"050US17177","17177",0,0,0,0,50.21,100.41
"050US17179","17179",29,22,96.67,73.33,13.2,26.4
"050US17181","17181",1,0,20,0,32.46,64.92
"050US17183","17183",1,0,4.17,0,49.82,99.64
"050US17185","17185",0,0,0,0,39.53,79.06
"050US17187","17187",0,0,0,0,58.28,116.57
"050US17189","17189",0,0,0,0,52.39,104.78
"050US17191","17191",0,0,0,0,71.79,143.59
"050US17193","17193",0,0,0,0,58.13,116.26
"050US17195","17195",0,0,0,0,62.11,124.22
"050US17197","17197",172,142,100,82.56,10.8,21.6
"050US17199","17199",18,15,100,83.33,10.12,20.24
"050US17201","17201",78,68,97.5,85,10.47,20.93
"050US17203","17203",8,1,88.89,11.11,24.08,48.16
"050US18001","18001",0,0,0,0,42.46,84.93
"050US18003","18003",96,85,100,88.54,9.5,19
"050US18005","18005",6,0,37.5,0,30.41,60.83
"050US18007","18007",0,0,0,0,40.15,80.29
"050US18009","18009",1,0,25,0,31.16,62.32
"050US18011","18011",8,4,72.73,36.36,21.83,43.67
"050US18013","18013",1,0,20,0,36.07,72.14
"050US18015","18015",4,0,57.14,0,28.77,57.53
"050US18017","18017",1,0,9.09,0,40.6,81.19
"050US18019","18019",27,22,100,81.48,9.94,19.89
"050US18021","18021",4,0,66.67,0,30.17,60.35
"050US18023","18023",3,0,37.5,0,30.36,60.71
"050US18025","18025",0,0,0,0,54.39,108.78
"050US18027","18027",0,0,0,0,43.71,87.41
"050US18029","18029",13,10,100,76.92,11.37,22.74
"050US18031","18031",0,0,0,0,44.9,89.8
"050US18033","18033",7,0,77.78,0,25.22,50.43
"050US18035","18035",34,27,100,79.41,10.01,20.01
"050US18037","18037",0,0,0,0,57.94,115.87
"050US18039","18039",23,0,51.11,0,31.06,62.12
"050US18041","18041",0,0,0,0,51.87,103.75
"050US18043","18043",20,16,100,80,12.2,24.4
"050US18045","18045",0,0,0,0,55.67,111.33
"050US18047","18047",2,0,40,0,32.2,64.4
"050US18049","18049",0,0,0,0,57.32,114.64
"050US18051","18051",6,0,75,0,26.83,53.66
"050US18053","18053",16,11,100,68.75,10.62,21.24
"050US18055","18055",2,0,22.22,0,39.14,78.27
"050US18057","18057",46,23,80.7,40.35,19.81,39.63
"050US18059","18059",13,0,86.67,0,24.52,49.04
"050US18061","18061",2,0,22.22,0,32.65,65.3
"050US18063","18063",31,20,100,64.52,13.13,26.26
"050US18065","18065",0,0,0,0,45.59,91.18
"050US18067","18067",21,19,100,90.48,8.48,16.96
"050US18069","18069",3,0,33.33,0,31.12,62.25
"050US18071","18071",11,6,100,54.55,12.47,24.95
"050US18073","18073",3,0,37.5,0,36.28,72.56
"050US18075","18075",1,0,14.29,0,44.01,88.03
"050US18077","18077",0,0,0,0,45.83,91.66
"050US18079","18079",3,0,50,0,29.85,59.69
"050US18081","18081",28,21,100,75,11.78,23.57
"050US18083","18083",8,3,72.73,27.27,21.47,42.95
"050US18085","18085",0,0,0,0,47.18,94.36
"050US18087","18087",0,0,0,0,49.14,98.28
"050US18089","18089",131,118,100,90.08,8.72,17.44
"050US18091","18091",30,10,100,33.33,16.47,32.94
"050US18093","18093",5,0,38.46,0,33.56,67.12
"050US18095","18095",28,0,71.79,0,28.76,57.52
"050US18097","18097",253,246,100,97.23,7.56,15.12
"050US18099","18099",1,0,8.33,0,34.84,69.68
"050US18101","18101",0,0,0,0,64.01,128.02
"050US18103","18103",5,0,50,0,28.47,56.94
"050US18105","18105",33,27,100,81.82,10.55,21.09
"050US18107","18107",0,0,0,0,49.4,98.81
"050US18109","18109",17,9,100,52.94,13.79,27.57
"050US18111","18111",0,0,0,0,45.02,90.04
"050US18113","18113",3,0,30,0,35.34,70.69
"050US18115","18115",2,0,100,0,22.36,44.72
"050US18117","18117",0,0,0,0,60.67,121.34
"050US18119","18119",2,0,33.33,0,33.34,66.69
"050US18121","18121",0,0,0,0,41.7,83.41
"050US18123","18123",0,0,0,0,43.31,86.61
"050US18125","18125",0,0,0,0,44.23,88.45
"050US18127","18127",42,34,100,80.95,10.87,21.73
"050US18129","18129",5,0,71.43,0,25.72,51.44
"050US18131","18131",0,0,0,0,62.71,125.42
"050US18133","18133",0,0,0,0,42.89,85.78
"050US18135","18135",0,0,0,0,38.74,77.49
"050US18137","18137",2,0,28.57,0,33.97,67.94
"050US18139","18139",0,0,0,0,52.34,104.68
"050US18141","18141",82,68,100,82.93,10.13,20.26
"050US18143","18143",3,0,60,0,28.12,56.24
"050US18145","18145",5,0,50,0,30.53,61.07
"050US18147","18147",2,0,33.33,0,31.01,62.03
"050US18149","18149",0,0,0,0,38.49,76.97
"050US18151","18151",0,0,0,0,41.67,83.34
"050US18153","18153",1,0,12.5,0,38.39,76.79
"050US18155","18155",0,0,0,0,46.3,92.59
"050US18157","18157",43,39,100,90.7,9.93,19.86
"050US18159","18159",5,1,100,20,20.33,40.66
"050US18161","18161",1,0,50,0,30.4,60.8
"050US18163","18163",59,56,100,94.92,6.63,13.27
"050US18165","18165",3,0,60,0,29.81,59.62
"050US18167","18167",32,25,100,78.12,10.64,21.27
"050US18169","18169",4,0,50,0,33.61,67.22
"050US18171","18171",0,0,0,0,49.62,99.23
"050US18173","18173",14,4,87.5,25,20.58,41.16
"050US18175","18175",0,0,0,0,43.79,87.58
"050US18177","18177",18,12,100,66.67,12.78,25.56
"050US18179","18179",2,0,28.57,0,35.72,71.44
"050US18181","18181",2,0,22.22,0,37.16,74.32
"050US18183","18183",6,0,75,0,24.8,49.59
"050US19001","19001",0,0,0,0,51.63,103.26
"050US19003","19003",0,0,0,0,NA,NA
"050US19005","19005",0,0,0,0,NA,NA
"050US19007","19007",0,0,0,0,69.79,139.58
"050US19009","19009",0,0,0,0,70.42,140.84
"050US19011","19011",3,1,42.86,14.29,31.7,63.39
"050US19013","19013",0,0,0,0,57.49,114.97
"050US19015","19015",0,0,0,0,41.29,82.57
"050US19017","19017",0,0,0,0,77.13,154.26
"050US19019","19019",0,0,0,0,53.13,106.26
"050US19021","19021",0,0,0,0,NA,NA
"050US19023","19023",0,0,0,0,85.43,170.86
"050US19025","19025",0,0,0,0,NA,NA
"050US19027","19027",0,0,0,0,84.76,169.52
"050US19029","19029",0,0,0,0,64.16,128.32
"050US19031","19031",2,0,40,0,33.55,67.11
"050US19033","19033",0,0,0,0,88.21,176.42
"050US19035","19035",0,0,0,0,NA,NA
"050US19037","19037",0,0,0,0,85.06,170.11
"050US19039","19039",0,0,0,0,43.74,87.47
"050US19041","19041",0,0,0,0,NA,NA
"050US19043","19043",0,0,0,0,75.2,150.41
"050US19045","19045",2,0,16.67,0,34.22,68.45
"050US19047","19047",0,0,0,0,80.53,161.07
"050US19049","19049",16,11,84.21,57.89,17.91,35.82
"050US19051","19051",0,0,0,0,87.48,174.97
"050US19053","19053",0,0,0,0,64.3,128.59
"050US19055","19055",0,0,0,0,55.77,111.53
"050US19057","19057",0,0,0,0,88.02,176.04
"050US19059","19059",0,0,0,0,NA,NA
"050US19061","19061",21,0,77.78,0,27.2,54.4
"050US19063","19063",0,0,0,0,NA,NA
"050US19065","19065",0,0,0,0,72.09,144.17
"050US19067","19067",0,0,0,0,NA,NA
"050US19069","19069",0,0,0,0,76.26,152.51
"050US19071","19071",0,0,0,0,50.44,100.88
"050US19073","19073",0,0,0,0,63.77,127.53
"050US19075","19075",0,0,0,0,73.92,147.84
"050US19077","19077",0,0,0,0,55.2,110.39
"050US19079","19079",0,0,0,0,56.42,112.84
"050US19081","19081",0,0,0,0,NA,NA
"050US19083","19083",0,0,0,0,69.83,139.66
"050US19085","19085",1,0,20,0,37.7,75.41
"050US19087","19087",0,0,0,0,67.18,134.36
"050US19089","19089",0,0,0,0,71.51,143.01
"050US19091","19091",0,0,0,0,NA,NA
"050US19093","19093",0,0,0,0,NA,NA
"050US19095","19095",0,0,0,0,41.6,83.21
"050US19097","19097",0,0,0,0,46.88,93.75
"050US19099","19099",4,0,40,0,32.95,65.9
"050US19101","19101",0,0,0,0,78.16,156.32
"050US19103","19103",34,2,94.44,5.56,23.44,46.88
"050US19105","19105",1,0,14.29,0,37.49,74.97
"050US19107","19107",0,0,0,0,65.72,131.45
"050US19109","19109",0,0,0,0,NA,NA
"050US19111","19111",0,0,0,0,64.8,129.59
"050US19113","19113",53,39,98.15,72.22,11.36,22.71
"050US19115","19115",0,0,0,0,60.31,120.61
"050US19117","19117",0,0,0,0,40.71,81.42
"050US19119","19119",0,0,0,0,54.51,109.02
"050US19121","19121",2,0,50,0,33.09,66.17
"050US19123","19123",0,0,0,0,34.87,69.73
"050US19125","19125",10,3,100,30,16.16,32.32
"050US19127","19127",0,0,0,0,48.85,97.71
"050US19129","19129",4,0,80,0,28.89,57.77
"050US19131","19131",0,0,0,0,72.53,145.05
"050US19133","19133",0,0,0,0,66.11,132.21
"050US19135","19135",0,0,0,0,46.02,92.04
"050US19137","19137",0,0,0,0,67.21,134.42
"050US19139","19139",2,0,20,0,35.94,71.89
"050US19141","19141",0,0,0,0,87.91,175.82
"050US19143","19143",0,0,0,0,79.98,159.97
"050US19145","19145",0,0,0,0,78.03,156.06
"050US19147","19147",0,0,0,0,NA,NA
"050US19149","19149",0,0,0,0,78.6,157.2
"050US19151","19151",0,0,0,0,NA,NA
"050US19153","19153",112,108,100,96.43,6.65,13.3
"050US19155","19155",27,23,90,76.67,11.3,22.61
"050US19157","19157",0,0,0,0,55.99,111.98
"050US19159","19159",0,0,0,0,88.33,176.66
"050US19161","19161",0,0,0,0,NA,NA
"050US19163","19163",48,44,100,91.67,7.11,14.22
"050US19165","19165",0,0,0,0,53.94,107.88
"050US19167","19167",0,0,0,0,73.04,146.07
"050US19169","19169",22,0,81.48,0,27.61,55.22
"050US19171","19171",0,0,0,0,58.29,116.59
"050US19173","19173",0,0,0,0,83.34,166.67
"050US19175","19175",0,0,0,0,74.83,149.66
"050US19177","19177",0,0,0,0,NA,NA
"050US19179","19179",0,0,0,0,57.93,115.86
"050US19181","19181",13,4,92.86,28.57,20.87,41.74
"050US19183","19183",0,0,0,0,48.35,96.7
"050US19185","19185",0,0,0,0,69.01,138.01
"050US19187","19187",0,0,0,0,76.03,152.06
"050US19189","19189",0,0,0,0,NA,NA
"050US19191","19191",0,0,0,0,79.61,159.21
"050US19193","19193",0,0,0,0,72.21,144.43
"050US19195","19195",0,0,0,0,81.19,162.39
"050US19197","19197",0,0,0,0,80.06,160.13
"050US20001","20001",0,0,0,0,NA,NA
"050US20003","20003",0,0,0,0,NA,NA
"050US20005","20005",0,0,0,0,38.78,77.56
"050US20007","20007",0,0,0,0,NA,NA
"050US20009","20009",0,0,0,0,NA,NA
"050US20011","20011",0,0,0,0,74.56,149.11
"050US20013","20013",0,0,0,0,51.34,102.67
"050US20015","20015",15,7,78.95,36.84,18.77,37.53
"050US20017","20017",0,0,0,0,NA,NA
"050US20019","20019",0,0,0,0,49.93,99.86
"050US20021","20021",4,1,66.67,16.67,22.22,44.43
"050US20023","20023",0,0,0,0,NA,NA
"050US20025","20025",0,0,0,0,NA,NA
"050US20027","20027",0,0,0,0,89.31,178.62
"050US20029","20029",0,0,0,0,NA,NA
"050US20031","20031",0,0,0,0,NA,NA
"050US20033","20033",0,0,0,0,NA,NA
"050US20035","20035",0,0,0,0,41.27,82.53
"050US20037","20037",1,0,8.33,0,40.15,80.29
"050US20039","20039",0,0,0,0,NA,NA
"050US20041","20041",0,0,0,0,79.94,159.88
"050US20043","20043",2,0,66.67,0,26.83,53.65
"050US20045","20045",25,24,92.59,88.89,8.02,16.05
"050US20047","20047",0,0,0,0,NA,NA
"050US20049","20049",0,0,0,0,76.39,152.78
"050US20051","20051",0,0,0,0,NA,NA
"050US20053","20053",0,0,0,0,NA,NA
"050US20055","20055",0,0,0,0,NA,NA
"050US20057","20057",0,0,0,0,NA,NA
"050US20059","20059",0,0,0,0,NA,NA
"050US20061","20061",0,0,0,0,56.22,112.44
"050US20063","20063",0,0,0,0,NA,NA
"050US20065","20065",0,0,0,0,NA,NA
"050US20067","20067",0,0,0,0,NA,NA
"050US20069","20069",0,0,0,0,NA,NA
"050US20071","20071",0,0,0,0,81.32,162.64
"050US20073","20073",0,0,0,0,NA,NA
"050US20075","20075",0,0,0,0,48.8,97.6
"050US20077","20077",0,0,0,0,67.84,135.68
"050US20079","20079",5,0,71.43,0,25.95,51.89
"050US20081","20081",0,0,0,0,NA,NA
"050US20083","20083",0,0,0,0,NA,NA
"050US20085","20085",0,0,0,0,42.61,85.21
"050US20087","20087",2,0,50,0,33.56,67.11
"050US20089","20089",0,0,0,0,NA,NA
"050US20091","20091",124,110,80.52,71.43,15.17,30.35
"050US20093","20093",0,0,0,0,81.76,163.52
"050US20095","20095",0,0,0,0,50.24,100.49
"050US20097","20097",0,0,0,0,NA,NA
"050US20099","20099",0,0,0,0,54.41,108.81
"050US20101","20101",0,0,0,0,NA,NA
"050US20103","20103",9,0,47.37,0,30.43,60.87
"050US20105","20105",0,0,0,0,NA,NA
"050US20107","20107",0,0,0,0,NA,NA
"050US20109","20109",0,0,0,0,NA,NA
"050US20111","20111",0,0,0,0,NA,NA
"050US20113","20113",0,0,0,0,52.51,105.01
"050US20115","20115",0,0,0,0,52.17,104.34
"050US20117","20117",0,0,0,0,82.39,164.78
"050US20119","20119",0,0,0,0,NA,NA
"050US20121","20121",0,0,0,0,NA,NA
"050US20123","20123",0,0,0,0,NA,NA
"050US20125","20125",1,0,8.33,0,45.47,90.95
"050US20127","20127",0,0,0,0,NA,NA
"050US20129","20129",0,0,0,0,NA,NA
"050US20131","20131",0,0,0,0,71.61,143.21
"050US20133","20133",0,0,0,0,83.41,166.82
"050US20135","20135",0,0,0,0,NA,NA
"050US20137","20137",0,0,0,0,NA,NA
"050US20139","20139",0,0,0,0,NA,NA
"050US20141","20141",0,0,0,0,NA,NA
"050US20143","20143",0,0,0,0,NA,NA
"050US20145","20145",0,0,0,0,NA,NA
"050US20147","20147",0,0,0,0,NA,NA
"050US20149","20149",0,0,0,0,51.56,103.12
"050US20151","20151",0,0,0,0,77.17,154.33
"050US20153","20153",0,0,0,0,NA,NA
"050US20155","20155",0,0,0,0,51.94,103.89
"050US20157","20157",0,0,0,0,NA,NA
"050US20159","20159",0,0,0,0,80.6,161.2
"050US20161","20161",0,0,0,0,58.78,117.55
"050US20163","20163",0,0,0,0,NA,NA
"050US20165","20165",0,0,0,0,NA,NA
"050US20167","20167",0,0,0,0,NA,NA
"050US20169","20169",0,0,0,0,71.95,143.91
"050US20171","20171",0,0,0,0,NA,NA
"050US20173","20173",134,124,99.26,91.85,7.66,15.31
"050US20175","20175",0,0,0,0,NA,NA
"050US20177","20177",46,42,100,91.3,8.84,17.69
"050US20179","20179",0,0,0,0,NA,NA
"050US20181","20181",0,0,0,0,NA,NA
"050US20183","20183",0,0,0,0,NA,NA
"050US20185","20185",0,0,0,0,88,176
"050US20187","20187",0,0,0,0,NA,NA
"050US20189","20189",0,0,0,0,NA,NA
"050US20191","20191",1,0,16.67,0,40.95,81.9
"050US20193","20193",0,0,0,0,NA,NA
"050US20195","20195",0,0,0,0,NA,NA
"050US20197","20197",0,0,0,0,33.16,66.32
"050US20199","20199",0,0,0,0,NA,NA
"050US20201","20201",0,0,0,0,NA,NA
"050US20203","20203",0,0,0,0,NA,NA
"050US20205","20205",0,0,0,0,73.37,146.74
"050US20207","20207",0,0,0,0,NA,NA
"050US20209","20209",64,58,100,90.62,7.3,14.6
"050US21001","21001",2,0,28.57,0,33.21,66.42
"050US21003","21003",0,0,0,0,38.36,76.72
"050US21005","21005",6,3,100,50,17.45,34.9
"050US21007","21007",3,0,100,0,25.76,51.52
"050US21009","21009",12,9,92.31,69.23,14.86,29.72
"050US21011","21011",0,0,0,0,39.75,79.5
"050US21013","21013",0,0,0,0,82.05,164.1
"050US21015","21015",30,26,100,86.67,10.2,20.4
"050US21017","21017",8,6,100,75,9.05,18.1
"050US21019","21019",15,11,100,73.33,8.55,17.1
"050US21021","21021",0,0,0,0,38.18,76.37
"050US21023","21023",0,0,0,0,50.68,101.37
"050US21025","21025",1,0,14.29,0,42.72,85.45
"050US21027","21027",1,0,16.67,0,41.36,82.72
"050US21029","21029",21,4,95.45,18.18,19.55,39.09
"050US21031","21031",0,0,0,0,38.96,77.92
"050US21033","21033",0,0,0,0,39.46,78.91
"050US21035","21035",0,0,0,0,39.65,79.31
"050US21037","21037",25,19,100,76,10.24,20.47
"050US21039","21039",1,0,33.33,0,31.92,63.84
"050US21041","21041",1,0,33.33,0,32.15,64.3
"050US21043","21043",2,0,25,0,47.16,94.32
"050US21045","21045",0,0,0,0,40.6,81.2
"050US21047","21047",21,10,100,47.62,14.26,28.53
"050US21049","21049",10,9,100,90,7.64,15.29
"050US21051","21051",1,0,12.5,0,38,75.99
"050US21053","21053",0,0,0,0,NA,NA
"050US21055","21055",0,0,0,0,56.02,112.03
"050US21057","21057",0,0,0,0,57.66,115.32
"050US21059","21059",24,19,100,79.17,10.95,21.9
"050US21061","21061",2,0,40,0,41.41,82.82
"050US21063","21063",0,0,0,0,62.46,124.93
"050US21065","21065",3,0,50,0,30.91,61.83
"050US21067","21067",82,82,100,100,6.43,12.86
"050US21069","21069",0,0,0,0,52.92,105.84
"050US21071","21071",11,1,78.57,7.14,23.15,46.3
"050US21073","21073",19,9,95,45,14.73,29.46
"050US21075","21075",0,0,0,0,52.1,104.2
"050US21077","21077",3,0,100,0,26.32,52.65
"050US21079","21079",5,1,83.33,16.67,24.09,48.17
"050US21081","21081",7,1,100,14.29,22.37,44.74
"050US21083","21083",5,0,50,0,32.43,64.86
"050US21085","21085",1,0,11.11,0,36.97,73.95
"050US21087","21087",4,1,100,25,20.18,40.36
"050US21089","21089",7,5,77.78,55.56,16.06,32.12
"050US21091","21091",2,0,66.67,0,27.24,54.49
"050US21093","21093",28,7,100,25,19.6,39.2
"050US21095","21095",0,0,0,0,71.64,143.28
"050US21097","21097",0,0,0,0,51.09,102.19
"050US21099","21099",1,0,16.67,0,32.96,65.92
"050US21101","21101",14,11,100,78.57,8.64,17.27
"050US21103","21103",4,1,80,20,24.32,48.64
"050US21105","21105",0,0,0,0,50.68,101.36
"050US21107","21107",13,8,100,61.54,10.97,21.94
"050US21109","21109",4,0,80,0,25.69,51.39
"050US21111","21111",216,213,100,98.61,6.87,13.73
"050US21113","21113",11,11,100,100,7.84,15.68
"050US21115","21115",7,4,100,57.14,12.5,25.01
"050US21117","21117",44,43,100,97.73,5.69,11.38
"050US21119","21119",4,1,80,20,27.57,55.14
"050US21121","21121",3,2,27.27,18.18,31.23,62.46
"050US21123","21123",2,0,40,0,31.29,62.58
"050US21125","21125",16,10,100,62.5,13.6,27.21
"050US21127","21127",1,0,16.67,0,38.93,77.86
"050US21129","21129",0,0,0,0,49.31,98.61
"050US21131","21131",2,0,50,0,32.06,64.12
"050US21133","21133",0,0,0,0,46.97,93.94
"050US21135","21135",1,0,25,0,39.3,78.61
"050US21137","21137",2,0,28.57,0,36.21,72.43
"050US21139","21139",1,0,33.33,0,34.1,68.21
"050US21141","21141",0,0,0,0,42.3,84.6
"050US21143","21143",0,0,0,0,40.09,80.18
"050US21145","21145",19,16,100,84.21,9.34,18.68
"050US21147","21147",0,0,0,0,67.96,135.92
"050US21149","21149",1,0,33.33,0,30.8,61.6
