"HEROP_ID","GEOID","MetCtTmDr","MetCtTmDr2","MetTmDrP","MetTmDrP2","MetAvTmDr","MetAvTmDr2"
"050US13247","13247",24,23,100,95.83,8.61,17.21
"050US13249","13249",0,0,0,0,58.8,117.59
"050US13251","13251",1,0,16.67,0,36.36,72.72
"050US13253","13253",2,0,66.67,0,28.68,57.37
"050US13255","13255",17,15,100,88.24,9.79,19.58
"050US13257","13257",8,7,100,87.5,11.56,23.12
"050US13259","13259",0,0,0,0,42.82,85.64
"050US13261","13261",0,0,0,0,67.53,135.07
"050US13263","13263",1,0,33.33,0,37.13,74.27
"050US13265","13265",0,0,0,0,52.79,105.58
"050US13267","13267",1,0,14.29,0,38.14,76.27
"050US13269","13269",0,0,0,0,51.11,102.23
"050US13271","13271",2,0,40,0,32.28,64.56
"050US13273","13273",0,0,0,0,66.06,132.11
"050US13275","13275",0,0,0,0,45.13,90.27
"050US13277","13277",12,12,100,100,7.55,15.09
"050US13279","13279",9,4,100,44.44,14.85,29.7
"050US13281","13281",3,1,75,25,23.87,47.75
"050US13283","13283",0,0,0,0,31.99,63.98
"050US13285","13285",17,4,94.44,22.22,18.34,36.68
"050US13287","13287",3,0,100,0,25.76,51.52
"050US13289","13289",2,0,66.67,0,26.45,52.91
"050US13291","13291",7,2,87.5,25,19.12,38.24
"050US13293","13293",0,0,0,0,53.53,107.05
"050US13295","13295",15,9,83.33,50,16.98,33.96
"050US13297","13297",20,14,100,70,12.93,25.86
"050US13299","13299",7,5,70,50,19.56,39.12
"050US13301","13301",0,0,0,0,45.62,91.25
"050US13303","13303",0,0,0,0,82.77,165.54
"050US13305","13305",0,0,0,0,41.69,83.37
"050US13307","13307",0,0,0,0,53.16,106.31
"050US13309","13309",0,0,0,0,34.74,69.47
"050US13311","13311",3,0,33.33,0,35.13,70.26
"050US13313","13313",22,10,100,45.45,15.68,31.37
"050US13315","13315",1,0,25,0,38.12,76.24
"050US13317","13317",0,0,0,0,51.3,102.6
"050US13319","13319",3,0,100,0,25.53,51.05
"050US13321","13321",1,0,16.67,0,34.8,69.61
"050US15001","15001",13,6,30.23,13.95,37.79,75.58
"050US15003","15003",291,156,88.45,47.42,15.74,31.49
"050US15005","15005",0,0,0,0,NA,NA
"050US15007","15007",0,0,0,0,NA,NA
"050US15009","15009",28,12,62.22,26.67,23.97,47.95
"050US16001","16001",128,118,99.22,91.47,8.73,17.46
"050US16003","16003",0,0,0,0,NA,NA
"050US16005","16005",23,19,95.83,79.17,12.21,24.42
"050US16007","16007",0,0,0,0,78.68,157.37
"050US16009","16009",0,0,0,0,76.31,152.62
"050US16011","16011",1,0,10,0,45.72,91.43
"050US16013","16013",0,0,0,0,NA,NA
"050US16015","16015",0,0,0,0,49.76,99.53
"050US16017","16017",0,0,0,0,56.81,113.63
"050US16019","16019",0,0,0,0,51.79,103.59
"050US16021","16021",0,0,0,0,NA,NA
"050US16023","16023",0,0,0,0,NA,NA
"050US16025","16025",0,0,0,0,NA,NA
"050US16027","16027",53,38,98.15,70.37,11.27,22.54
"050US16029","16029",0,0,0,0,49.86,99.72
"050US16031","16031",0,0,0,0,73.79,147.57
"050US16033","16033",0,0,0,0,NA,NA
"050US16035","16035",0,0,0,0,NA,NA
"050US16037","16037",0,0,0,0,NA,NA
"050US16039","16039",0,0,0,0,52.1,104.2
"050US16041","16041",0,0,0,0,39.14,78.28
"050US16043","16043",0,0,0,0,82.23,164.46
"050US16045","16045",0,0,0,0,41.54,83.08
"050US16047","16047",0,0,0,0,88.92,177.83
"050US16049","16049",0,0,0,0,NA,NA
"050US16051","16051",0,0,0,0,65.7,131.4
"050US16053","16053",0,0,0,0,NA,NA
"050US16055","16055",36,26,92.31,66.67,13.44,26.88
"050US16057","16057",0,0,0,0,86.51,173.02
"050US16059","16059",0,0,0,0,NA,NA
"050US16061","16061",0,0,0,0,NA,NA
"050US16063","16063",0,0,0,0,NA,NA
"050US16065","16065",0,0,0,0,73.07,146.13
"050US16067","16067",0,0,0,0,73.68,147.36
"050US16069","16069",0,0,0,0,NA,NA
"050US16071","16071",0,0,0,0,86.13,172.26
"050US16073","16073",1,0,33.33,0,30.29,60.58
"050US16075","16075",0,0,0,0,42.22,84.44
"050US16077","16077",0,0,0,0,62.85,125.71
"050US16079","16079",0,0,0,0,52.82,105.64
"050US16081","16081",0,0,0,0,NA,NA
"050US16083","16083",0,0,0,0,NA,NA
"050US16085","16085",0,0,0,0,NA,NA
"050US16087","16087",0,0,0,0,78.71,157.43
"050US17001","17001",17,14,89.47,73.68,10.52,21.04
"050US17003","17003",1,0,25,0,34.17,68.34
"050US17005","17005",0,0,0,0,52.64,105.28
"050US17007","17007",2,0,20,0,34.93,69.87
"050US17009","17009",0,0,0,0,53.86,107.72
"050US17011","17011",0,0,0,0,67.63,135.26
"050US17013","17013",0,0,0,0,86.7,173.4
"050US17015","17015",0,0,0,0,80.68,161.37
"050US17017","17017",0,0,0,0,50.57,101.14
"050US17019","17019",0,0,0,0,53.45,106.91
"050US17021","17021",1,0,10,0,41.55,83.11
"050US17023","17023",0,0,0,0,82.13,164.27
"050US17025","17025",0,0,0,0,78.5,156.99
"050US17027","17027",0,0,0,0,52.68,105.36
"050US17029","17029",0,0,0,0,70.2,140.39
"050US17031","17031",1331,1322,100,99.32,4.32,8.65
"050US17033","17033",0,0,0,0,59.78,119.56
"050US17035","17035",0,0,0,0,81.87,163.74
"050US17037","17037",5,0,21.74,0,33.08,66.15
"050US17039","17039",0,0,0,0,51.66,103.32
"050US17041","17041",0,0,0,0,58.1,116.2
"050US17043","17043",219,207,100,94.52,8.1,16.2
"050US17045","17045",0,0,0,0,NA,NA
"050US17047","17047",0,0,0,0,58.36,116.72
"050US17049","17049",0,0,0,0,86.42,172.84
"050US17051","17051",0,0,0,0,74.19,148.39
"050US17053","17053",0,0,0,0,55.71,111.42
"050US17055","17055",9,2,75,16.67,23.5,47
"050US17057","17057",1,0,8.33,0,44.34,88.67
"050US17059","17059",0,0,0,0,57.94,115.87
"050US17061","17061",0,0,0,0,60.3,120.6
"050US17063","17063",7,0,70,0,26.67,53.34
"050US17065","17065",0,0,0,0,57.26,114.53
"050US17067","17067",0,0,0,0,53.7,107.4
"050US17069","17069",0,0,0,0,65.57,131.14
"050US17071","17071",0,0,0,0,70.24,140.48
"050US17073","17073",5,0,35.71,0,38.69,77.38
"050US17075","17075",2,0,22.22,0,41.59,83.18
"050US17077","17077",12,0,70.59,0,29.05,58.11
"050US17079","17079",0,0,0,0,78.01,156.03
"050US17081","17081",0,0,0,0,45.63,91.26
"050US17083","17083",0,0,0,0,84.34,168.68
"050US17085","17085",0,0,0,0,82.96,165.92
"050US17087","17087",3,0,75,0,27.33,54.66
"050US17089","17089",104,81,100,77.88,10.46,20.91
"050US17091","17091",30,24,100,80,9.15,18.3
"050US17093","17093",21,13,100,61.9,14.77,29.54
"050US17095","17095",0,0,0,0,45.62,91.24
"050US17097","17097",158,93,99.37,58.49,13.4,26.81
"050US17099","17099",0,0,0,0,52.03,104.06
"050US17101","17101",1,0,20,0,31.92,63.84
"050US17103","17103",0,0,0,0,67.06,134.13
"050US17105","17105",0,0,0,0,54.98,109.97
"050US17107","17107",1,0,12.5,0,33.35,66.7
"050US17109","17109",0,0,0,0,77.76,155.51
"050US17111","17111",50,15,78.12,23.44,23.34,46.67
"050US17113","17113",0,0,0,0,82.79,165.58
"050US17115","17115",36,32,97.3,86.49,8.01,16.01
"050US17117","17117",2,0,15.38,0,46.2,92.4
"050US17119","17119",55,37,87.3,58.73,16.56,33.12
"050US17121","17121",0,0,0,0,66.49,132.99
"050US17123","17123",0,0,0,0,64.52,129.04
"050US17125","17125",0,0,0,0,49.66,99.32
"050US17127","17127",4,2,100,50,16.93,33.86
"050US17129","17129",0,0,0,0,33.76,67.52
"050US17131","17131",1,0,25,0,35.27,70.53
"050US17133","17133",3,0,42.86,0,29.5,58.99
"050US17135","17135",0,0,0,0,56.28,112.56
"050US17137","17137",2,0,20,0,33.49,66.98
"050US17139","17139",1,0,25,0,35.4,70.8
"050US17141","17141",0,0,0,0,60.67,121.33
"050US17143","17143",48,40,97.96,81.63,8.94,17.87
"050US17145","17145",0,0,0,0,58.72,117.45
"050US17147","17147",0,0,0,0,36.8,73.6
"050US17149","17149",0,0,0,0,54.41,108.82
"050US17151","17151",1,0,50,0,34.55,69.1
"050US17153","17153",0,0,0,0,42.48,84.96
"050US17155","17155",0,0,0,0,72.53,145.05
"050US17157","17157",0,0,0,0,63.89,127.79
"050US17159","17159",0,0,0,0,54.68,109.36
"050US17161","17161",41,32,95.35,74.42,11.73,23.46
"050US17163","17163",65,32,95.59,47.06,15.99,31.98
"050US17165","17165",5,0,55.56,0,31.04,62.09
"050US17167","17167",54,46,100,85.19,7.36,14.73
"050US17169","17169",0,0,0,0,70.3,140.59
"050US17171","17171",0,0,0,0,48.7,97.4
"050US17173","17173",0,0,0,0,55.18,110.35
"050US17175","17175",0,0,0,0,47.98,95.95
"050US17177","17177",0,0,0,0,56.29,112.57
"050US17179","17179",30,22,100,73.33,12.19,24.38
"050US17181","17181",1,0,20,0,32.46,64.92
"050US17183","17183",0,0,0,0,80.56,161.11
"050US17185","17185",0,0,0,0,39.53,79.06
"050US17187","17187",0,0,0,0,59.93,119.85
"050US17189","17189",0,0,0,0,52.39,104.78
"050US17191","17191",0,0,0,0,71.79,143.59
"050US17193","17193",0,0,0,0,58.13,116.26
"050US17195","17195",0,0,0,0,71.34,142.67
"050US17197","17197",172,142,100,82.56,10.8,21.6
"050US17199","17199",18,15,100,83.33,10.12,20.24
"050US17201","17201",0,0,0,0,44,88.01
"050US17203","17203",5,1,55.56,11.11,38.57,77.15
"050US18001","18001",0,0,0,0,43.64,87.29
"050US18003","18003",94,82,97.92,85.42,10.65,21.3
"050US18005","18005",6,0,37.5,0,30.41,60.83
"050US18007","18007",0,0,0,0,40.15,80.29
"050US18009","18009",0,0,0,0,34.62,69.24
"050US18011","18011",6,0,54.55,0,29.62,59.24
"050US18013","18013",1,0,20,0,36.77,73.54
"050US18015","18015",4,0,57.14,0,29.81,59.62
"050US18017","18017",0,0,0,0,45.07,90.13
"050US18019","18019",26,19,96.3,70.37,13.88,27.77
"050US18021","18021",0,0,0,0,53.33,106.67
"050US18023","18023",3,0,37.5,0,32.72,65.44
"050US18025","18025",0,0,0,0,54.39,108.78
"050US18027","18027",0,0,0,0,45.93,91.86
"050US18029","18029",13,10,100,76.92,11.37,22.74
"050US18031","18031",0,0,0,0,44.73,89.46
"050US18033","18033",7,0,77.78,0,26.22,52.43
"050US18035","18035",0,0,0,0,46.77,93.54
"050US18037","18037",0,0,0,0,63.14,126.28
"050US18039","18039",23,0,51.11,0,31.06,62.12
"050US18041","18041",0,0,0,0,56.35,112.71
"050US18043","18043",20,16,100,80,12.54,25.08
"050US18045","18045",0,0,0,0,58.44,116.88
"050US18047","18047",2,0,40,0,32.2,64.4
"050US18049","18049",0,0,0,0,59.25,118.51
"050US18051","18051",6,0,75,0,26.83,53.66
"050US18053","18053",16,11,100,68.75,10.62,21.24
"050US18055","18055",0,0,0,0,59.22,118.44
"050US18057","18057",44,0,77.19,0,32.11,64.23
"050US18059","18059",13,0,86.67,0,24.56,49.13
"050US18061","18061",2,0,22.22,0,32.65,65.3
"050US18063","18063",31,19,100,61.29,13.74,27.47
"050US18065","18065",0,0,0,0,49.92,99.84
"050US18067","18067",1,0,4.76,0,40.03,80.06
"050US18069","18069",3,0,33.33,0,31.12,62.25
"050US18071","18071",11,6,100,54.55,12.47,24.95
"050US18073","18073",3,0,37.5,0,36.28,72.56
"050US18075","18075",0,0,0,0,62.85,125.7
"050US18077","18077",1,0,14.29,0,35.9,71.8
"050US18079","18079",3,0,50,0,29.85,59.69
"050US18081","18081",28,21,100,75,11.78,23.57
"050US18083","18083",8,3,72.73,27.27,21.47,42.95
"050US18085","18085",0,0,0,0,47.18,94.36
"050US18087","18087",0,0,0,0,49.14,98.28
"050US18089","18089",131,116,100,88.55,10.36,20.72
"050US18091","18091",30,10,100,33.33,16.47,32.94
"050US18093","18093",0,0,0,0,51.31,102.61
"050US18095","18095",2,0,5.13,0,43.27,86.54
"050US18097","18097",253,214,100,84.58,9.48,18.96
"050US18099","18099",1,0,8.33,0,34.84,69.68
"050US18101","18101",0,0,0,0,71.08,142.16
"050US18103","18103",1,0,10,0,39.54,79.09
"050US18105","18105",25,0,75.76,0,27.13,54.26
"050US18107","18107",0,0,0,0,49.4,98.81
"050US18109","18109",17,9,100,52.94,13.79,27.57
"050US18111","18111",0,0,0,0,45.02,90.04
"050US18113","18113",3,0,30,0,35.34,70.69
"050US18115","18115",2,0,100,0,22.36,44.72
"050US18117","18117",0,0,0,0,69.74,139.47
"050US18119","18119",0,0,0,0,43.49,86.98
"050US18121","18121",0,0,0,0,74.6,149.2
"050US18123","18123",0,0,0,0,75.27,150.55
"050US18125","18125",0,0,0,0,44.23,88.45
"050US18127","18127",42,34,100,80.95,10.87,21.73
"050US18129","18129",5,0,71.43,0,25.72,51.44
"050US18131","18131",0,0,0,0,62.71,125.42
"050US18133","18133",0,0,0,0,42.94,85.88
"050US18135","18135",0,0,0,0,70.72,141.45
"050US18137","18137",2,0,28.57,0,33.97,67.94
"050US18139","18139",0,0,0,0,49.52,99.03
"050US18141","18141",82,68,100,82.93,10.13,20.26
"050US18143","18143",3,0,60,0,29.06,58.12
"050US18145","18145",7,0,70,0,28.09,56.19
"050US18147","18147",0,0,0,0,48.94,97.88
"050US18149","18149",0,0,0,0,38.49,76.97
"050US18151","18151",0,0,0,0,42.67,85.34
"050US18153","18153",0,0,0,0,52.72,105.44
"050US18155","18155",0,0,0,0,38.31,76.62
"050US18157","18157",43,39,100,90.7,9.93,19.86
"050US18159","18159",0,0,0,0,47.4,94.8
"050US18161","18161",0,0,0,0,51.74,103.47
"050US18163","18163",59,56,100,94.92,6.63,13.27
"050US18165","18165",0,0,0,0,80.74,161.48
"050US18167","18167",0,0,0,0,64.19,128.38
"050US18169","18169",4,0,50,0,33.61,67.22
"050US18171","18171",0,0,0,0,49.62,99.23
"050US18173","18173",14,4,87.5,25,20.58,41.16
"050US18175","18175",0,0,0,0,44.25,88.49
"050US18177","18177",0,0,0,0,48.12,96.24
"050US18179","18179",2,0,28.57,0,36.39,72.78
"050US18181","18181",2,0,22.22,0,37.16,74.32
"050US18183","18183",6,0,75,0,24.8,49.59
"050US19001","19001",0,0,0,0,51.63,103.26
"050US19003","19003",0,0,0,0,NA,NA
"050US19005","19005",0,0,0,0,NA,NA
"050US19007","19007",0,0,0,0,68.26,136.52
"050US19009","19009",0,0,0,0,70.42,140.84
"050US19011","19011",0,0,0,0,84.7,169.4
"050US19013","19013",0,0,0,0,NA,NA
"050US19015","19015",0,0,0,0,41.29,82.57
"050US19017","19017",0,0,0,0,NA,NA
"050US19019","19019",0,0,0,0,NA,NA
"050US19021","19021",0,0,0,0,NA,NA
"050US19023","19023",0,0,0,0,NA,NA
"050US19025","19025",0,0,0,0,NA,NA
"050US19027","19027",0,0,0,0,84.76,169.52
"050US19029","19029",0,0,0,0,64.16,128.32
"050US19031","19031",0,0,0,0,46.23,92.45
"050US19033","19033",0,0,0,0,88.21,176.42
"050US19035","19035",0,0,0,0,NA,NA
"050US19037","19037",0,0,0,0,85.06,170.11
"050US19039","19039",0,0,0,0,43.74,87.47
"050US19041","19041",0,0,0,0,NA,NA
"050US19043","19043",0,0,0,0,NA,NA
"050US19045","19045",0,0,0,0,45.54,91.07
"050US19047","19047",0,0,0,0,80.53,161.07
"050US19049","19049",16,11,84.21,57.89,17.91,35.82
"050US19051","19051",0,0,0,0,86.08,172.16
"050US19053","19053",0,0,0,0,64.3,128.59
"050US19055","19055",0,0,0,0,NA,NA
"050US19057","19057",0,0,0,0,88.81,177.62
"050US19059","19059",0,0,0,0,NA,NA
"050US19061","19061",0,0,0,0,81.08,162.16
"050US19063","19063",0,0,0,0,NA,NA
"050US19065","19065",0,0,0,0,NA,NA
"050US19067","19067",0,0,0,0,NA,NA
"050US19069","19069",0,0,0,0,76.26,152.51
"050US19071","19071",0,0,0,0,50.44,100.88
"050US19073","19073",0,0,0,0,63.77,127.53
"050US19075","19075",0,0,0,0,71.47,142.94
"050US19077","19077",0,0,0,0,55.2,110.39
"050US19079","19079",0,0,0,0,56.42,112.84
"050US19081","19081",0,0,0,0,NA,NA
"050US19083","19083",0,0,0,0,69.83,139.66
"050US19085","19085",1,0,20,0,37.7,75.41
"050US19087","19087",0,0,0,0,85.1,170.2
"050US19089","19089",0,0,0,0,71.51,143.01
"050US19091","19091",0,0,0,0,NA,NA
"050US19093","19093",0,0,0,0,NA,NA
"050US19095","19095",0,0,0,0,79.67,159.33
"050US19097","19097",0,0,0,0,62.09,124.18
"050US19099","19099",4,0,40,0,32.32,64.63
"050US19101","19101",0,0,0,0,78.08,156.17
"050US19103","19103",0,0,0,0,60.61,121.22
"050US19105","19105",0,0,0,0,78.13,156.26
"050US19107","19107",0,0,0,0,65.34,130.68
"050US19109","19109",0,0,0,0,NA,NA
"050US19111","19111",0,0,0,0,64.8,129.59
"050US19113","19113",0,0,0,0,81.59,163.18
"050US19115","19115",0,0,0,0,63.13,126.26
"050US19117","19117",0,0,0,0,39.88,79.76
"050US19119","19119",0,0,0,0,54.51,109.02
"050US19121","19121",2,0,50,0,33.09,66.17
"050US19123","19123",1,0,14.29,0,33.41,66.82
"050US19125","19125",10,3,100,30,15.02,30.04
"050US19127","19127",0,0,0,0,48.85,97.71
"050US19129","19129",4,0,80,0,28.89,57.77
"050US19131","19131",0,0,0,0,72.53,145.05
"050US19133","19133",0,0,0,0,66.11,132.21
"050US19135","19135",0,0,0,0,44.48,88.96
"050US19137","19137",0,0,0,0,67.21,134.42
"050US19139","19139",2,0,20,0,36.67,73.34
"050US19141","19141",0,0,0,0,87.91,175.82
"050US19143","19143",0,0,0,0,79.98,159.97
"050US19145","19145",0,0,0,0,78.03,156.06
"050US19147","19147",0,0,0,0,NA,NA
"050US19149","19149",0,0,0,0,78.6,157.2
"050US19151","19151",0,0,0,0,NA,NA
"050US19153","19153",112,107,100,95.54,7.15,14.29
"050US19155","19155",27,23,90,76.67,11.3,22.61
"050US19157","19157",0,0,0,0,58.18,116.36
"050US19159","19159",0,0,0,0,88.33,176.66
"050US19161","19161",0,0,0,0,NA,NA
"050US19163","19163",48,34,100,70.83,13.23,26.46
"050US19165","19165",0,0,0,0,53.94,107.88
"050US19167","19167",0,0,0,0,73.04,146.07
"050US19169","19169",22,0,81.48,0,27.61,55.22
"050US19171","19171",0,0,0,0,73.72,147.43
"050US19173","19173",0,0,0,0,83.34,166.67
"050US19175","19175",0,0,0,0,74.83,149.66
"050US19177","19177",0,0,0,0,NA,NA
"050US19179","19179",0,0,0,0,56.65,113.29
"050US19181","19181",13,4,92.86,28.57,21.36,42.71
"050US19183","19183",0,0,0,0,80.19,160.38
"050US19185","19185",0,0,0,0,68.17,136.35
"050US19187","19187",0,0,0,0,76.03,152.06
"050US19189","19189",0,0,0,0,NA,NA
"050US19191","19191",0,0,0,0,79.61,159.21
"050US19193","19193",0,0,0,0,72.21,144.43
"050US19195","19195",0,0,0,0,81.19,162.39
"050US19197","19197",0,0,0,0,80.06,160.13
"050US20001","20001",0,0,0,0,NA,NA
"050US20003","20003",0,0,0,0,NA,NA
"050US20005","20005",0,0,0,0,38.78,77.56
"050US20007","20007",0,0,0,0,NA,NA
"050US20009","20009",0,0,0,0,NA,NA
"050US20011","20011",0,0,0,0,74.56,149.11
"050US20013","20013",0,0,0,0,51.34,102.67
"050US20015","20015",15,7,78.95,36.84,22.54,45.07
"050US20017","20017",0,0,0,0,NA,NA
"050US20019","20019",0,0,0,0,49.93,99.86
"050US20021","20021",4,1,66.67,16.67,22.22,44.43
"050US20023","20023",0,0,0,0,NA,NA
"050US20025","20025",0,0,0,0,NA,NA
"050US20027","20027",0,0,0,0,89.31,178.62
"050US20029","20029",0,0,0,0,NA,NA
"050US20031","20031",0,0,0,0,NA,NA
"050US20033","20033",0,0,0,0,NA,NA
"050US20035","20035",4,0,36.36,0,36.64,73.29
"050US20037","20037",1,0,8.33,0,40.15,80.29
"050US20039","20039",0,0,0,0,NA,NA
"050US20041","20041",0,0,0,0,76.75,153.49
"050US20043","20043",2,0,66.67,0,26.83,53.65
"050US20045","20045",25,24,92.59,88.89,8.02,16.05
"050US20047","20047",0,0,0,0,NA,NA
"050US20049","20049",0,0,0,0,76.39,152.78
"050US20051","20051",0,0,0,0,NA,NA
"050US20053","20053",0,0,0,0,NA,NA
"050US20055","20055",0,0,0,0,NA,NA
"050US20057","20057",0,0,0,0,NA,NA
"050US20059","20059",0,0,0,0,NA,NA
"050US20061","20061",0,0,0,0,56.22,112.44
"050US20063","20063",0,0,0,0,NA,NA
"050US20065","20065",0,0,0,0,NA,NA
"050US20067","20067",0,0,0,0,NA,NA
"050US20069","20069",0,0,0,0,NA,NA
"050US20071","20071",0,0,0,0,NA,NA
"050US20073","20073",0,0,0,0,NA,NA
"050US20075","20075",0,0,0,0,66.86,133.72
"050US20077","20077",0,0,0,0,69.2,138.4
"050US20079","20079",6,0,85.71,0,23.08,46.15
"050US20081","20081",0,0,0,0,NA,NA
"050US20083","20083",0,0,0,0,NA,NA
"050US20085","20085",0,0,0,0,42.61,85.21
"050US20087","20087",2,0,50,0,33.56,67.11
"050US20089","20089",0,0,0,0,NA,NA
"050US20091","20091",124,74,80.52,48.05,19.53,39.07
"050US20093","20093",0,0,0,0,NA,NA
"050US20095","20095",0,0,0,0,52.48,104.95
"050US20097","20097",0,0,0,0,NA,NA
"050US20099","20099",0,0,0,0,54.41,108.81
"050US20101","20101",0,0,0,0,NA,NA
"050US20103","20103",9,0,47.37,0,30.43,60.87
"050US20105","20105",0,0,0,0,NA,NA
"050US20107","20107",0,0,0,0,NA,NA
"050US20109","20109",0,0,0,0,NA,NA
"050US20111","20111",0,0,0,0,NA,NA
"050US20113","20113",0,0,0,0,49.32,98.63
"050US20115","20115",0,0,0,0,48.98,97.96
"050US20117","20117",0,0,0,0,77.26,154.51
"050US20119","20119",0,0,0,0,NA,NA
"050US20121","20121",0,0,0,0,NA,NA
"050US20123","20123",0,0,0,0,NA,NA
"050US20125","20125",1,0,8.33,0,45.47,90.95
"050US20127","20127",0,0,0,0,NA,NA
"050US20129","20129",0,0,0,0,NA,NA
"050US20131","20131",0,0,0,0,71.61,143.21
"050US20133","20133",0,0,0,0,83.41,166.82
"050US20135","20135",0,0,0,0,NA,NA
"050US20137","20137",0,0,0,0,NA,NA
"050US20139","20139",0,0,0,0,NA,NA
"050US20141","20141",0,0,0,0,NA,NA
"050US20143","20143",0,0,0,0,NA,NA
"050US20145","20145",0,0,0,0,NA,NA
"050US20147","20147",0,0,0,0,NA,NA
"050US20149","20149",0,0,0,0,51.56,103.12
"050US20151","20151",0,0,0,0,79.4,158.8
"050US20153","20153",0,0,0,0,NA,NA
"050US20155","20155",0,0,0,0,51.05,102.1
"050US20157","20157",0,0,0,0,NA,NA
"050US20159","20159",0,0,0,0,81.55,163.09
"050US20161","20161",0,0,0,0,58.78,117.55
"050US20163","20163",0,0,0,0,NA,NA
"050US20165","20165",0,0,0,0,NA,NA
"050US20167","20167",0,0,0,0,NA,NA
"050US20169","20169",0,0,0,0,68.76,137.51
"050US20171","20171",0,0,0,0,NA,NA
"050US20173","20173",134,123,99.26,91.11,8.29,16.57
"050US20175","20175",0,0,0,0,NA,NA
"050US20177","20177",46,42,100,91.3,8.84,17.69
"050US20179","20179",0,0,0,0,NA,NA
"050US20181","20181",0,0,0,0,NA,NA
"050US20183","20183",0,0,0,0,NA,NA
"050US20185","20185",0,0,0,0,87.06,174.12
"050US20187","20187",0,0,0,0,NA,NA
"050US20189","20189",0,0,0,0,NA,NA
"050US20191","20191",1,0,16.67,0,42.26,84.51
"050US20193","20193",0,0,0,0,NA,NA
"050US20195","20195",0,0,0,0,NA,NA
"050US20197","20197",0,0,0,0,33.16,66.32
"050US20199","20199",0,0,0,0,NA,NA
"050US20201","20201",0,0,0,0,87.77,175.54
"050US20203","20203",0,0,0,0,NA,NA
"050US20205","20205",0,0,0,0,73.37,146.74
"050US20207","20207",0,0,0,0,NA,NA
"050US20209","20209",64,58,100,90.62,7.3,14.6
"050US21001","21001",0,0,0,0,50.67,101.35
"050US21003","21003",0,0,0,0,40.06,80.12
"050US21005","21005",6,3,100,50,17.89,35.78
"050US21007","21007",3,0,100,0,25.76,51.52
"050US21009","21009",0,0,0,0,43.52,87.04
"050US21011","21011",0,0,0,0,52.61,105.22
"050US21013","21013",0,0,0,0,84.23,168.46
"050US21015","21015",30,15,100,50,15.73,31.46
"050US21017","21017",6,0,75,0,24.71,49.42
"050US21019","21019",15,11,100,73.33,8.55,17.1
"050US21021","21021",0,0,0,0,52.36,104.72
"050US21023","21023",0,0,0,0,49.05,98.11
"050US21025","21025",1,0,14.29,0,44.37,88.74
"050US21027","21027",1,0,16.67,0,43.28,86.57
"050US21029","21029",20,4,90.91,18.18,19.91,39.82
"050US21031","21031",0,0,0,0,38.96,77.92
"050US21033","21033",0,0,0,0,55.31,110.62
"050US21035","21035",0,0,0,0,53.64,107.28
"050US21037","21037",25,20,100,80,9.37,18.74
"050US21039","21039",1,0,33.33,0,31.92,63.84
"050US21041","21041",3,3,100,100,6.49,12.98
"050US21043","21043",2,0,25,0,49.2,98.4
"050US21045","21045",0,0,0,0,46.23,92.45
"050US21047","21047",0,0,0,0,65.44,130.88
"050US21049","21049",9,0,90,0,23.33,46.65
"050US21051","21051",0,0,0,0,59.3,118.61
"050US21053","21053",0,0,0,0,NA,NA
"050US21055","21055",0,0,0,0,62.25,124.5
"050US21057","21057",0,0,0,0,72.52,145.04
"050US21059","21059",0,0,0,0,46.36,92.72
"050US21061","21061",2,0,40,0,42.15,84.3
"050US21063","21063",0,0,0,0,62.46,124.93
"050US21065","21065",3,0,50,0,31.15,62.29
"050US21067","21067",82,81,100,98.78,6.8,13.59
"050US21069","21069",1,0,25,0,48,96
"050US21071","21071",9,1,64.29,7.14,26.35,52.71
"050US21073","21073",19,9,95,45,14.73,29.46
"050US21075","21075",0,0,0,0,52.1,104.2
"050US21077","21077",3,0,100,0,22.86,45.72
"050US21079","21079",2,0,33.33,0,34.07,68.13
"050US21081","21081",7,1,100,14.29,22.37,44.74
"050US21083","21083",5,0,50,0,32.43,64.86
"050US21085","21085",1,0,11.11,0,36.97,73.95
"050US21087","21087",0,0,0,0,76.97,153.94
"050US21089","21089",7,5,77.78,55.56,17.73,35.45
"050US21091","21091",0,0,0,0,63.68,127.35
"050US21093","21093",26,6,92.86,21.43,20.53,41.06
"050US21095","21095",0,0,0,0,76.17,152.33
"050US21097","21097",0,0,0,0,51.09,102.19
"050US21099","21099",0,0,0,0,44.85,89.7
"050US21101","21101",11,2,78.57,14.29,20.81,41.61
"050US21103","21103",4,1,80,20,23.69,47.38
"050US21105","21105",0,0,0,0,50.68,101.36
"050US21107","21107",0,0,0,0,55.72,111.43
"050US21109","21109",0,0,0,0,55.84,111.68
"050US21111","21111",216,197,100,91.2,8.07,16.14
"050US21113","21113",11,0,100,0,20.93,41.86
"050US21115","21115",7,4,100,57.14,12.5,25.01
"050US21117","21117",44,39,100,88.64,8.31,16.62
"050US21119","21119",3,1,60,20,29.35,58.7
"050US21121","21121",0,0,0,0,72.29,144.58
"050US21123","21123",2,0,40,0,31.29,62.58
"050US21125","21125",0,0,0,0,54,108.01
"050US21127","21127",1,0,16.67,0,38.93,77.86
"050US21129","21129",0,0,0,0,59.58,119.15
"050US21131","21131",1,0,25,0,38.27,76.54
"050US21133","21133",0,0,0,0,48.61,97.21
"050US21135","21135",2,0,50,0,36.48,72.96
