HEROP_ID,GEOID
140US01001020200,1001020200
140US01001020400,1001020400
140US01079979600,1079979600
140US01073010802,1073010802
140US01073011001,1073011001
140US01073011109,1073011109
140US01073011111,1073011111
140US01087231700,1087231700
140US01041963400,1041963400
140US01121010202,1121010202
140US01089002722,1089002722
140US01093964000,1093964000
140US01099076000,1099076000
140US01055010402,1055010402
140US01073011704,1073011704
140US01065040200,1065040200
140US01073011904,1073011904
140US01073012103,1073012103
140US01057020000,1057020000
140US01059973200,1059973200
140US01059973400,1059973400
140US01081041700,1081041700
140US01127020800,1127020800
140US01073005800,1073005800
140US01073005905,1073005905
140US01083020201,1083020201
140US01051031200,1051031200
140US01075030100,1075030100
140US01077010100,1077010100
140US01077011000,1077011000
140US01077011300,1077011300
140US01127020900,1127020900
140US01001020100,1001020100
140US01043964500,1043964500
140US01073000500,1073000500
140US01049960500,1049960500
140US01125010406,1125010406
140US01073014001,1073014001
140US01001020600,1001020600
140US01001020700,1001020700
140US01073000800,1073000800
140US01073002100,1073002100
140US01073002303,1073002303
140US01125010201,1125010201
140US01089010623,1089010623
140US01089010701,1089010701
140US01089011012,1089011012
140US01089011014,1089011014
140US01115040205,1115040205
140US01115040401,1115040401
140US01041963900,1041963900
140US01125012501,1125012501
140US01125012502,1125012502
140US01125012600,1125012600
140US01127020100,1127020100
140US01039962000,1039962000
140US01071951000,1071951000
140US01081042002,1081042002
140US01083020101,1083020101
140US01071950100,1071950100
140US01097006105,1097006105
140US01115040502,1115040502
140US01117030217,1117030217
140US01087231900,1087231900
140US01089000501,1089000501
140US01115040105,1115040105
140US01083020401,1083020401
140US01083020900,1083020900
140US01103005600,1103005600
140US01103005701,1103005701
140US01113030600,1113030600
140US01117030305,1117030305
140US01117030320,1117030320
140US01117030340,1117030340
140US01089011300,1089011300
140US01089000601,1089000601
140US01089001401,1089001401
140US01089001700,1089001700
140US01077011501,1077011501
140US01077011502,1077011502
140US01095030600,1095030600
140US01095030904,1095030904
140US01097000702,1097000702
140US01097000800,1097000800
140US01097000901,1097000901
140US01097000903,1097000903
140US01097001100,1097001100
140US01121010102,1121010102
140US01125010701,1125010701
140US01125010804,1125010804
140US01125011701,1125011701
140US01077011603,1077011603
140US01097003703,1097003703
140US01097003901,1097003901
140US01053970600,1053970600
140US01055000800,1055000800
140US01055001300,1055001300
140US01055010300,1055010300
140US01003010300,1003010300
140US01125012304,1125012304
140US01125012404,1125012404
140US01073012803,1073012803
140US01073012915,1073012915
140US01073013400,1073013400
140US01017954300,1017954300
140US01003010400,1003010400
140US01003010703,1003010703
140US01125011200,1125011200
140US01003010800,1003010800
140US01109188800,1109188800
140US01035960200,1035960200
140US01035960500,1035960500
140US01039961600,1039961600
140US01007010002,1007010002
140US01005950200,1005950200
140US01005950900,1005950900
140US01127021100,1127021100
140US01101000100,1101000100
140US01101001300,1101001300
140US01061050500,1061050500
140US01065040000,1065040000
140US01031010500,1031010500
140US01101005700,1101005700
140US01103005702,1103005702
140US01079979700,1079979700
140US01013953200,1013953200
140US01013953400,1013953400
140US01015001202,1015001202
140US01015001400,1015001400
140US01015002102,1015002102
140US01015002501,1015002501
140US01015981901,1015981901
140US01017953900,1017953900
140US01003011102,1003011102
140US01003011403,1003011403
140US01003011601,1003011601
140US01129044300,1129044300
140US01133965503,1133965503
140US01003010704,1003010704
140US01003011000,1003011000
140US01073000300,1073000300
140US01009050101,1009050101
140US01011952200,1011952200
140US01013952700,1013952700
140US01083021000,1083021000
140US01103005500,1103005500
140US01127021400,1127021400
140US01127021900,1127021900
140US01119011300,1119011300
140US01043965000,1043965000
140US01033020704,1033020704
140US01051030702,1051030702
140US01069040800,1069040800
140US01069041100,1069041100
140US01069041400,1069041400
140US01057020400,1057020400
140US01069041600,1069041600
140US01059973300,1059973300
140US01073001500,1073001500
140US01073001902,1073001902
140US01073005104,1073005104
140US01073005302,1073005302
140US01073005701,1073005701
140US01073005903,1073005903
140US01073005907,1073005907
140US01073005908,1073005908
140US01073010002,1073010002
140US01045021102,1045021102
140US01069040201,1069040201
140US01059973500,1059973500
140US01061050100,1061050100
140US01073004200,1073004200
140US01073004701,1073004701
140US01073004901,1073004901
140US01043964700,1043964700
140US01043964900,1043964900
140US01043965100,1043965100
140US01031010400,1031010400
140US01031010600,1031010600
140US01031011202,1031011202
140US01033020100,1033020100
140US01033020400,1033020400
140US01101005609,1101005609
140US01055010100,1055010100
140US01055010200,1055010200
140US01049961200,1049961200
140US01045020200,1045020200
140US01045020300,1045020300
140US01051030200,1051030200
140US01129044200,1129044200
140US01129043900,1129043900
140US01053969900,1053969900
140US01073002000,1073002000
140US01073002305,1073002305
140US01073002700,1073002700
140US01073003001,1073003001
140US01073003002,1073003002
140US01073003400,1073003400
140US01073003700,1073003700
140US01073003803,1073003803
140US01017954200,1017954200
140US01017954700,1017954700
140US01043965600,1043965600
140US01045020000,1045020000
140US01055010501,1055010501
140US01051031300,1051031300
140US01055010502,1055010502
140US01115040203,1115040203
140US01115040204,1115040204
140US01117030306,1117030306
140US01117030315,1117030315
140US01117030316,1117030316
140US01109188600,1109188600
140US01115040501,1115040501
140US01115040402,1115040402
140US01109189200,1109189200
140US01117030604,1117030604
140US01033020901,1033020901
140US01033021000,1033021000
140US01073011901,1073011901
140US01117030502,1117030502
140US01073010801,1073010801
140US01073010803,1073010803
140US01073011002,1073011002
140US01111000400,1111000400
140US01117030303,1117030303
140US01055001600,1055001600
140US01073012002,1073012002
140US01035960600,1035960600
140US01117030406,1117030406
140US01133965502,1133965502
140US01133965800,1133965800
140US01119011600,1119011600
140US01117030900,1117030900
140US01121010101,1121010101
140US01051030300,1051030300
140US01117030214,1117030214
140US01055011200,1055011200
140US01121010201,1121010201
140US01051030500,1051030500
140US01069041700,1069041700
140US01125012100,1125012100
140US01125012303,1125012303
140US01125012305,1125012305
140US01057020100,1057020100
140US01123962400,1123962400
140US01057020200,1057020200
140US01101005611,1101005611
140US01125010101,1125010101
140US01045021300,1045021300
140US01045021400,1045021400
140US01101005800,1101005800
140US01101005902,1101005902
140US01103000100,1103000100
140US01103000400,1103000400
140US01073011301,1073011301
140US01127021500,1127021500
140US01003011602,1003011602
140US01005950500,1005950500
140US01005950600,1005950600
140US01051030701,1051030701
140US01127021800,1127021800
140US01073011107,1073011107
140US01049960200,1049960200
140US01049960400,1049960400
140US01043965200,1043965200
140US01073010401,1073010401
140US01067030100,1067030100
140US01067030400,1067030400
140US01043964100,1043964100
140US01043964200,1043964200
140US01043964400,1043964400
140US01033020802,1033020802
140US01067030600,1067030600
140US01073010402,1073010402
140US01133965900,1133965900
140US01055001200,1055001200
140US01055010602,1055010602
140US01055010900,1055010900
140US01073010602,1073010602
140US01073010704,1073010704
140US01073010706,1073010706
140US01061050300,1061050300
140US01061050400,1061050400
140US01073011108,1073011108
140US01073011110,1073011110
140US01073011208,1073011208
140US01073011210,1073011210
140US01049960900,1049960900
140US01049961100,1049961100
140US01003011502,1003011502
140US01031010300,1031010300
140US01055000200,1055000200
140US01055000400,1055000400
140US01055001100,1055001100
140US01117030337,1117030337
140US01117030341,1117030341
140US01113030902,1113030902
140US01117030345,1117030345
140US01021060600,1021060600
140US01053970300,1053970300
140US01053970700,1053970700
140US01017954000,1017954000
140US01009050400,1009050400
140US01009050601,1009050601
140US01111000600,1111000600
140US01113030700,1113030700
140US01113030901,1113030901
140US01029959600,1029959600
140US01053970100,1053970100
140US01015002502,1015002502
140US01015001800,1015001800
140US01015002103,1015002103
140US01015002200,1015002200
140US01101005503,1101005503
140US01101005504,1101005504
140US01015002600,1015002600
140US01003011202,1003011202
140US01003011405,1003011405
140US01003011408,1003011408
140US01091973100,1091973100
140US01121011600,1121011600
140US01121012000,1121012000
140US01117030336,1117030336
140US01023957000,1023957000
140US01101002202,1101002202
140US01101002600,1101002600
140US01101002900,1101002900
140US01101003100,1101003100
140US01021060300,1021060300
140US01125010203,1125010203
140US01125010303,1125010303
140US01125010407,1125010407
140US01019956000,1019956000
140US01021060101,1021060101
140US01077010900,1077010900
140US01113031100,1113031100
140US01115040106,1115040106
140US01125011600,1125011600
140US01125011800,1125011800
140US01125011902,1125011902
140US01117030408,1117030408
140US01083020102,1083020102
140US01109188900,1109188900
140US01125010202,1125010202
140US01021060402,1021060402
140US01025957602,1025957602
140US01073011400,1073011400
140US01073011600,1073011600
140US01035960300,1035960300
140US01101003200,1101003200
140US01101005102,1101005102
140US01101005402,1101005402
140US01117030609,1117030609
140US01121010301,1121010301
140US01103000700,1103000700
140US01125010703,1125010703
140US01117030331,1117030331
140US01117030333,1117030333
140US01083020802,1083020802
140US01083021100,1083021100
140US01047956201,1047956201
140US01047956702,1047956702
140US01049960100,1049960100
140US01121010400,1121010400
140US01121011000,1121011000
140US01073012104,1073012104
140US01073012304,1073012304
140US01075030200,1075030200
140US01077010300,1077010300
140US01089001200,1089001200
140US01025957500,1025957500
140US01077010800,1077010800
140US01083020300,1083020300
140US01081042102,1081042102
140US01109188700,1109188700
140US01117030701,1117030701
140US01003010903,1003010903
140US01003010906,1003010906
140US01101001000,1101001000
140US01089002721,1089002721
140US01099076100,1099076100
140US01097000701,1097000701
140US01093964400,1093964400
140US01073014301,1073014301
140US01073014406,1073014406
140US01089010301,1089010301
140US01089010402,1089010402
140US01089010502,1089010502
140US01089010621,1089010621
140US01073014410,1073014410
140US01073014413,1073014413
140US01081041800,1081041800
140US01095030300,1095030300
140US01073012914,1073012914
140US01073013200,1073013200
140US01073013300,1073013300
140US01087231603,1087231603
140US01089011011,1089011011
140US01089011021,1089011021
140US01089011022,1089011022
140US01089002801,1089002801
140US01089002912,1089002912
140US01089002922,1089002922
140US01073012500,1073012500
140US01095030100,1095030100
140US01073012911,1073012911
140US01095030802,1095030802
140US01095030402,1095030402
140US01081041600,1081041600
140US01107050100,1107050100
140US01107050300,1107050300
140US01073012701,1073012701
140US01073012802,1073012802
140US01081040901,1081040901
140US01081041200,1081041200
140US01095030903,1095030903
140US01095031000,1095031000
140US01095031100,1095031100
140US01087232000,1087232000
140US01089000202,1089000202
140US01089000502,1089000502
140US01089000503,1089000503
140US01089000702,1089000702
140US01089000901,1089000901
140US01085781200,1085781200
140US01081041900,1081041900
140US01081042006,1081042006
140US01005950800,1005950800
140US01027959200,1027959200
140US01011952500,1011952500
140US01013952900,1013952900
140US01011952100,1011952100
140US01027959000,1027959000
140US01013953500,1013953500
140US01015000600,1015000600
140US01015001201,1015001201
140US01015001300,1015001300
140US01015001500,1015001500
140US01093964600,1093964600
140US01097003605,1097003605
140US01097003607,1097003607
140US01097003608,1097003608
140US01097003707,1097003707
140US01073012905,1073012905
140US01073012906,1073012906
140US01073013601,1073013601
140US01073014105,1073014105
140US01025958001,1025958001
140US01027958900,1027958900
140US01073014204,1073014204
140US01125010602,1125010602
140US01031010100,1031010100
140US01125010702,1125010702
140US01003011101,1003011101
140US01003011201,1003011201
140US01007010004,1007010004
140US01117030704,1117030704
140US01007010001,1007010001
140US01123961900,1123961900
140US01009050300,1009050300
140US01121011300,1121011300
140US01123962100,1123962100
140US01123962300,1123962300
140US01013953100,1013953100
140US01015000900,1015000900
140US01015002400,1015002400
140US01089001902,1089001902
140US01089002100,1089002100
140US01089002400,1089002400
140US01089002502,1089002502
140US01093964100,1093964100
140US01089010902,1089010902
140US01097007103,1097007103
140US01097003302,1097003302
140US01097003405,1097003405
140US01097003501,1097003501
140US01101001800,1101001800
140US01101002201,1101002201
140US01097006502,1097006502
140US01097006600,1097006600
140US01097006802,1097006802
140US01097007000,1097007000
140US01089011400,1089011400
140US01091972900,1091972900
140US01101001700,1101001700
140US01097005800,1097005800
140US01097006102,1097006102
140US01097007202,1097007202
140US01097007600,1097007600
140US01097006407,1097006407
140US01099075900,1099075900
140US01097002502,1097002502
140US01101005406,1101005406
140US01101005407,1101005407
140US01101005501,1101005501
140US01101000200,1101000200
140US01101000700,1101000700
140US01097005000,1097005000
140US01075030000,1075030000
140US01073012402,1073012402
140US01081040500,1081040500
140US01089010100,1089010100
140US01097003709,1097003709
140US01089001302,1089001302
140US01089001801,1089001801
140US01097003800,1097003800
140US01097004800,1097004800
140US01097005300,1097005300
140US01097005500,1097005500
140US01097006104,1097006104
140US01097006200,1097006200
140US01097002700,1097002700
140US01097003000,1097003000
140US01097003205,1097003205
140US01081040602,1081040602
140US01081040604,1081040604
140US01097006000,1097006000
140US01089010622,1089010622
140US01131034700,1131034700
140US01117030501,1117030501
140US01117030800,1117030800
140US01123962600,1123962600
140US01125010404,1125010404
140US01121011700,1121011700
140US01125010802,1125010802
140US01125012700,1125012700
140US01121010302,1121010302
140US01073010703,1073010703
140US01097006801,1097006801
140US01117030334,1117030334
140US01073011104,1073011104
140US01073011209,1073011209
140US01073012305,1073012305
140US01025957902,1025957902
140US01033020902,1033020902
140US01015002000,1015002000
140US01015981903,1015981903
140US01019955800,1019955800
140US01039961900,1039961900
140US01073012907,1073012907
140US01073014203,1073014203
140US01073014412,1073014412
140US01077011102,1077011102
140US01127020400,1127020400
140US01127021000,1127021000
140US01087231400,1087231400
140US01089000201,1089000201
140US01089000902,1089000902
140US01089001901,1089001901
140US01089002802,1089002802
140US01089010302,1089010302
140US01103005108,1103005108
140US01103005101,1103005101
140US01095030702,1095030702
140US01097001902,1097001902
140US01097002302,1097002302
140US01103005302,1103005302
140US01097003602,1097003602
140US01009050200,1009050200
140US01013953000,1013953000
140US01069041900,1069041900
140US01109189000,1109189000
140US01105687000,1105687000
140US01089010901,1089010901
140US01005950400,1005950400
140US01039962400,1039962400
140US01041963700,1041963700
140US01045020100,1045020100
140US01077011200,1077011200
140US01115040201,1115040201
140US01117030103,1117030103
140US01127021600,1127021600
140US01077011602,1077011602
140US01077011802,1077011802
140US01079979500,1079979500
140US01081042004,1081042004
140US01097007300,1097007300
140US01101000300,1101000300
140US01101003000,1101003000
140US01101006100,1101006100
140US01065040500,1065040500
140US01001020801,1001020801
140US01071950300,1071950300
140US01073001400,1073001400
140US01073003100,1073003100
140US01073004500,1073004500
140US01133965501,1133965501
140US01073013100,1073013100
140US01097003710,1097003710
140US01097005400,1097005400
140US01053970400,1053970400
140US01047957100,1047957100
140US01051030800,1051030800
140US01003010904,1003010904
140US01003011406,1003011406
140US01073005600,1073005600
140US01055010601,1055010601
140US01057020300,1057020300
140US01093964700,1093964700
140US01045020801,1045020801
140US01047956300,1047956300
140US01047957200,1047957200
140US01049960700,1049960700
140US01015981902,1015981902
140US01017954600,1017954600
140US01097007102,1097007102
140US01101000400,1101000400
140US01081042003,1081042003
140US01083020202,1083020202
140US01123962700,1123962700
140US01073012001,1073012001
140US01073005910,1073005910
140US01073010805,1073010805
140US01073011205,1073011205
140US01073011705,1073011705
140US01125010500,1125010500
140US01091973400,1091973400
140US01095030801,1095030801
140US01113030402,1113030402
140US01095030201,1095030201
140US01115040103,1115040103
140US01065040400,1065040400
140US01069040202,1069040202
140US01073011206,1073011206
140US01073011703,1073011703
140US01125010301,1125010301
140US01087231602,1087231602
140US01101002000,1101002000
140US01061050600,1061050600
140US01121011500,1121011500
140US01089002300,1089002300
140US01097000200,1097000200
140US01095030500,1095030500
140US01073011500,1073011500
140US01073012913,1073012913
140US01073014302,1073014302
140US01127020300,1127020300
140US01089010200,1089010200
140US01103005405,1103005405
140US01001021000,1001021000
140US01117030216,1117030216
140US01101006000,1101006000
140US01107050000,1107050000
140US01109189100,1109189100
140US01123962502,1123962502
140US01089010800,1089010800
140US01093964300,1093964300
140US01101001500,1101001500
140US01101002400,1101002400
140US01101003302,1101003302
140US01101005607,1101005607
140US01049960800,1049960800
140US01073012403,1073012403
140US01073014002,1073014002
140US01059973100,1059973100
140US01049960600,1049960600
140US01069040500,1069040500
140US01055010401,1055010401
140US01055011002,1055011002
140US01067030300,1067030300
140US01081042005,1081042005
140US01083020700,1083020700
140US01017953800,1017953800
140US01019955900,1019955900
140US01015001000,1015001000
140US01029959500,1029959500
140US01031011201,1031011201
140US01089002911,1089002911
140US01089010401,1089010401
140US01077010400,1077010400
140US01067030500,1067030500
140US01069041500,1069041500
140US01079979400,1079979400
140US01033020600,1033020600
140US01051030901,1051030901
140US01069042000,1069042000
140US01131035100,1131035100
140US01059973600,1059973600
140US01071950500,1071950500
140US01087231500,1087231500
140US01127021700,1127021700
140US01033020300,1033020300
140US01039962100,1039962100
140US01089000301,1089000301
140US01101005608,1101005608
140US01103005404,1103005404
140US01077011400,1077011400
140US01003010905,1003010905
140US01077011700,1077011700
140US01081042101,1081042101
140US01067030200,1067030200
140US01003011300,1003011300
140US01005950700,1005950700
140US01003010701,1003010701
140US01015000700,1015000700
140US01073012703,1073012703
140US01073012912,1073012912
140US01073013801,1073013801
140US01077011101,1077011101
140US01073014404,1073014404
140US01083021200,1083021200
140US01089010612,1089010612
140US01097001901,1097001901
140US01103000800,1103000800
140US01117030342,1117030342
140US01125012403,1125012403
140US01037961000,1037961000
140US01015002300,1015002300
140US01009050602,1009050602
140US01081041000,1081041000
140US01029959700,1029959700
140US01031010900,1031010900
140US01053970500,1053970500
140US01055000900,1055000900
140US01035960400,1035960400
140US01049961400,1049961400
140US01051031000,1051031000
140US01073003500,1073003500
140US01073004702,1073004702
140US01073005500,1073005500
140US01017954500,1017954500
140US01045020802,1045020802
140US01033020701,1033020701
140US01073001200,1073001200
140US01073002306,1073002306
140US01073012200,1073012200
140US01043964600,1043964600
140US01043965500,1043965500
140US01025957901,1025957901
140US01125010302,1125010302
140US01125012503,1125012503
140US01127020600,1127020600
140US01031010200,1031010200
140US01097006302,1097006302
140US01101005403,1101005403
140US01117030314,1117030314
140US01049961000,1049961000
140US01095031200,1095031200
140US01097002301,1097002301
140US01089011100,1089011100
140US01003010600,1003010600
140US01015000800,1015000800
140US01039962900,1039962900
140US01117030213,1117030213
140US01117030332,1117030332
140US01021060200,1021060200
140US01097006301,1097006301
140US01117030304,1117030304
140US01083020402,1083020402
140US01089000403,1089000403
140US01089010702,1089010702
140US01097002900,1097002900
140US01061050200,1061050200
140US01111000500,1111000500
140US01117030608,1117030608
140US01123962000,1123962000
140US01097003402,1097003402
140US01097005200,1097005200
140US01097006406,1097006406
140US01101000500,1101000500
140US01101002300,1101002300
140US01107050200,1107050200
140US01021060700,1021060700
140US01097003407,1097003407
140US01097003704,1097003704
140US01007010003,1007010003
140US01115040104,1115040104
140US01047957300,1047957300
140US01117030102,1117030102
140US01117030330,1117030330
140US01117030344,1117030344
140US01125012405,1125012405
140US01081040200,1081040200
140US01117030607,1117030607
140US01121011800,1121011800
140US01125010403,1125010403
140US01073005103,1073005103
140US01073010302,1073010302
140US01073010804,1073010804
140US01005950100,1005950100
140US01087232100,1087232100
140US01125010803,1125010803
140US01013953300,1013953300
140US01015001100,1015001100
140US01097003202,1097003202
140US01097005600,1097005600
140US01097006402,1097006402
