"HEROP_ID","FIPS","SocEcAdvIn","LimMobInd","UrbCoreInd","MicaInd"
"140US06037113237","06037113237",1.35,-0.35,1.23,-0.87
"140US06029003206","06029003206",-1.88,2.5,-1.72,0.18
"140US06037261101","06037261101",3.83,1.13,2.23,0.1
"140US06037262100","06037262100",5.05,1,2.92,-0.14
"140US06001431100","06001431100",-0.87,0.45,0.64,0.62
"140US06001431200","06001431200",-0.39,-0.24,0.27,-0.05
"140US06001434000","06001434000",-3.51,0.92,-0.15,0.19
"140US06001425104","06001425104",-0.41,-0.97,2.5,0.26
"140US06001426100","06001426100",4.23,2.29,1.89,0.49
"140US06001427600","06001427600",-3.2,0.4,0.84,0.46
"140US06001427800","06001427800",0.89,0.78,1.6,1.24
"140US06001428301","06001428301",1.83,1.56,0.88,-0.07
"140US06001404400","06001404400",3,2.03,1.26,0.94
"140US06037265510","06037265510",0.78,0.14,3.99,1.11
"140US06001421800","06001421800",2.71,0.51,1.28,0.49
"140US06001422300","06001422300",0.89,-0.13,1.81,0.83
"140US06001422500","06001422500",0.22,-0.86,3.86,1.68
"140US06001422600","06001422600",2.57,1.22,0.41,0.08
"140US06001423500","06001423500",0.26,-1.53,2.91,0.58
"140US06001438100","06001438100",-0.76,0.92,0.48,-1.16
"140US06001438203","06001438203",-0.84,0.79,0.51,-1.58
"140US06001440200","06001440200",-2.46,2.66,0.55,-0.72
"140US06001440301","06001440301",-0.45,0.98,0.27,-0.82
"140US06037234200","06037234200",-0.41,-1.89,0.67,-0.41
"140US06037234501","06037234501",-3.33,-1.29,0.05,-0.24
"140US06037234600","06037234600",-3.14,-0.43,0.73,-0.14
"140US06037234901","06037234901",-5.44,-0.29,0.24,-0.08
"140US06037275302","06037275302",1.95,-0.89,1.74,-0.27
"140US06001403501","06001403501",-1,-0.91,2.28,-0.8
"140US06001403701","06001403701",1.36,-1.31,3.45,0.15
"140US06001404000","06001404000",1.24,0.05,2.44,0.68
"140US06001404200","06001404200",2.89,1.33,1.18,0.56
"140US06001451404","06001451404",-2.24,2.36,-0.1,-0.66
"140US06001406601","06001406601",-2.64,0.72,0.13,0.52
"140US06001406800","06001406800",0.49,1.47,0.82,0.43
"140US06001407000","06001407000",-3.12,1.27,1.28,-1.65
"140US06001407200","06001407200",-6.42,1.78,1.26,-2.63
"140US06037235100","06037235100",-0.33,0.38,0.5,-0.43
"140US06037236204","06037236204",-7.07,0.69,0.22,0.39
"140US06037194102","06037194102",3.31,1.34,1.35,0.4
"140US06001420200","06001420200",0.41,1.46,0.95,1.64
"140US06001420400","06001420400",-1.79,2.47,0.89,2.06
"140US06001421100","06001421100",3.76,-0.29,1.21,-0.88
"140US06001421300","06001421300",3.41,0.59,1.34,-0.06
"140US06001421600","06001421600",3.53,-0.33,1.98,-0.57
"140US06001407900","06001407900",1.31,1.03,0.19,0.29
"140US06001408200","06001408200",-1.08,-0.22,1.09,1.06
"140US06037194500","06037194500",1.37,-0.53,1.83,-0.12
"140US06037262303","06037262303",5.27,1.26,3.34,-0.09
"140US06001409400","06001409400",-5.28,2.65,0.15,-0.95
"140US06001409600","06001409600",-5.98,2.16,-0.45,-0.29
"140US06001409700","06001409700",-4.35,1.95,-0.9,0.22
"140US06001410400","06001410400",-1.83,1.01,0.38,-0.63
"140US06001420100","06001420100",1.76,1.56,-0.13,1.07
"140US06037192610","06037192610",-7.29,1.68,3.29,-2.83
"140US06037293307","06037293307",-4.01,1.94,0.57,-0.63
"140US06037294120","06037294120",-6.27,3.55,0.12,-4.1
"140US06037294302","06037294302",-5.01,2.99,0.21,-1.1
"140US06037294610","06037294610",-5.74,2.09,0.42,-2.5
"140US06037294701","06037294701",-7.82,3.23,0.57,-3.25
"140US06001423601","06001423601",1.76,-0.11,2.05,0.83
"140US06001423700","06001423700",0.76,-0.84,2.33,0.78
"140US06001424002","06001424002",-1.22,-0.67,0.45,0.54
"140US06001425102","06001425102",1.38,0.49,2.75,0.78
"140US06001442400","06001442400",-0.53,2.04,0.71,-0.91
"140US06001442602","06001442602",-0.58,1.89,0.77,-0.29
"140US06001442800","06001442800",0.22,1.32,0.48,-1.27
"140US06001443102","06001443102",1.91,1.53,0.4,-0.12
"140US06001443105","06001443105",2.38,1.96,0.35,0.21
"140US06001443321","06001443321",0.13,2.57,1.35,0.61
"140US06001404501","06001404501",3.92,1.66,1.66,0.39
"140US06001404900","06001404900",1.49,0.29,0.99,-0.34
"140US06001405100","06001405100",3.69,1.94,0.91,0.47
"140US06001405401","06001405401",-4.68,0.54,2.8,-1.77
"140US06001408600","06001408600",-5.65,1.18,-0.16,0.26
"140US06001408900","06001408900",-6.09,-0.4,1.03,-0.26
"140US06037242300","06037242300",-6.36,3.5,-0.8,-0.9
"140US06001428700","06001428700",-0.79,1.15,0.07,1.33
"140US06001430102","06001430102",3.28,0.65,0.67,-1.11
"140US06037195201","06037195201",1.08,0.44,1.97,0.35
"140US06037195202","06037195202",2.09,1.12,1.98,-0.29
"140US06037195710","06037195710",-6.77,1.91,1.61,-3.03
"140US06037195802","06037195802",-5.45,1.52,1.24,-2.79
"140US06037195901","06037195901",-1.78,0.83,1.92,-1.07
"140US06037197420","06037197420",-2,1.1,1.82,-0.47
"140US06037197500","06037197500",-3,1.1,1.58,-0.89
"140US06037197700","06037197700",-5.61,1.48,2.47,-3.14
"140US06037199400","06037199400",-5.66,2.07,1.67,-3.39
"140US06037199900","06037199900",-7.23,1.45,2.16,-2.97
"140US06037201120","06037201120",-4.96,1.25,-0.19,-1.38
"140US06037236400","06037236400",-0.04,-0.62,0.42,0.38
"140US06037237202","06037237202",-5.62,2.38,-0.42,-2.28
"140US06037237402","06037237402",-3.49,0.53,0.28,-1.47
"140US06037237710","06037237710",-6.6,2.11,0.18,-1.5
"140US06037237800","06037237800",-3.6,0.53,0.3,-0.89
"140US06037238000","06037238000",-1.7,0.06,0.28,0.97
"140US06037238400","06037238400",-1.54,-1.79,-0.42,0.06
"140US06001441503","06001441503",1.34,2.51,0.65,0.45
"140US06001441523","06001441523",0.08,2.28,1.39,0.29
"140US06001441601","06001441601",0.79,1.47,-0.02,-0.44
"140US06001441700","06001441700",-0.49,1.93,0.15,0.11
"140US06001441925","06001441925",1.17,1.57,2.69,0.93
"140US06001442000","06001442000",2.37,1.53,0.57,-0.12
"140US06001430200","06001430200",2.56,0.81,0.4,-0.2
"140US06001405600","06001405600",-1.82,0.45,1.34,-0.11
"140US06001405800","06001405800",-3.75,1.1,1.65,-0.67
"140US06001406000","06001406000",-4.55,-0.25,3.59,-2.09
"140US06001406201","06001406201",-5.73,1.31,0.83,-1.04
"140US06037240500","06037240500",-7.31,1.85,-0.35,-0.7
"140US06037240900","06037240900",-7.16,2.31,-0.92,-2.2
"140US06037241110","06037241110",-6.95,2.61,-1.29,-1.68
"140US06037241400","06037241400",-5.9,2.67,-0.4,-1.08
"140US06001430400","06001430400",2.45,0.46,0.66,-0.78
"140US06001450745","06001450745",2.18,2.73,0.21,0.85
"140US06001450750","06001450750",0.84,1.09,2.35,0.8
"140US06001451201","06001451201",1.11,1.49,0.57,0.69
"140US06001451202","06001451202",2.19,1.51,0.38,0.47
"140US06037239310","06037239310",-7.98,3.09,0.87,-3.2
"140US06037239330","06037239330",-8.06,3.21,0.79,-2.35
"140US06037239701","06037239701",-9.27,3.6,-0.44,-1.25
"140US06037240010","06037240010",-8.6,2.05,1.23,-0.86
"140US06037240300","06037240300",-6.39,2.2,0.93,-1.42
"140US06037212306","06037212306",-6.47,2.9,2.99,-3.87
"140US06037262400","06037262400",4.83,1.55,2.31,0.44
"140US06037267200","06037267200",1.87,0.46,2.11,-0.34
"140US06037267404","06037267404",0.63,0.16,3.7,0.69
"140US06037267502","06037267502",0.74,0.98,2.09,-0.28
"140US06037267600","06037267600",0.56,0.9,1.46,0.63
"140US06037271600","06037271600",0.77,1.37,1.34,1.14
"140US06037271802","06037271802",-0.75,0.99,1.75,0.07
"140US06037271901","06037271901",-0.62,1.18,1.62,0.15
"140US06037272301","06037272301",-0.79,0.7,1.98,-0.9
"140US06037273100","06037273100",2.29,-0.09,1.39,-0.43
"140US06037273402","06037273402",1.38,-0.51,3.45,1.03
"140US06037273800","06037273800",1.05,1.02,1.65,0.99
"140US06037274100","06037274100",2.53,0.91,2.58,0.52
"140US06037275102","06037275102",-4.09,3.15,1.34,-3.6
"140US06037212101","06037212101",-4.56,1.16,5.63,-1.06
"140US06037212304","06037212304",-8.17,2.9,3.79,-4.77
"140US06037212501","06037212501",-4.4,2.42,2.44,-2.45
"140US06037265602","06037265602",3.27,-0.82,3.72,-1.19
"140US06037262704","06037262704",3.2,1.21,2.05,0.75
"140US06037264000","06037264000",4.93,1.43,2.74,0.07
"140US06037264301","06037264301",2.06,0.15,4.49,0.54
"140US06037265100","06037265100",3.77,-1.87,3.74,-0.44
"140US06037265410","06037265410",2.23,0.77,2.15,0.79
"140US06001440307","06001440307",0.06,-0.42,1.65,-1.1
"140US06001440334","06001440334",0.12,1.11,0.36,-1.03
"140US06001444100","06001444100",1.87,0.59,0.25,-0.27
"140US06001444500","06001444500",-1.2,1.53,0.37,-0.05
"140US06001450200","06001450200",1.36,1.72,0.79,1.33
"140US06001450400","06001450400",0.66,1.7,0.07,-0.54
"140US06001450603","06001450603",1.88,1.44,-0.78,0.56
"140US06001450606","06001450606",2.33,1.62,0.3,0.21
"140US06001403300","06001403300",-1.52,0.4,3.23,-1.85
"140US06001428100","06001428100",0.64,1.15,0.31,0.69
"140US06065041412","06065041412",-1.08,0.15,0.24,-0.53
"140US06075010800","06075010800",-0.47,-0.15,4.54,-0.44
"140US06067008403","06067008403",1.27,0.78,0.45,0.68
"140US06111004503","06111004503",-4.83,3.7,-0.03,-2.78
"140US06085505402","06085505402",0.59,1.17,0.81,-0.67
"140US06073020903","06073020903",-0.38,-2.31,-0.02,-0.79
"140US06075022901","06075022901",-4.28,1.43,3.04,-1.57
"140US06069000802","06069000802",0.8,1.04,0.19,-0.55
"140US06083001901","06083001901",0.44,1.25,0.53,-0.92
"140US06085503315","06085503315",-2.15,2.41,0.3,-1.05
"140US06067007701","06067007701",-0.61,-0.74,0.03,0.48
"140US06067001800","06067001800",-0.97,-1.15,0.51,0.54
"140US06077003216","06077003216",-1.87,0.06,-1.3,0.42
"140US06087121300","06087121300",0.51,1.53,0.75,-1.15
"140US06077005208","06077005208",-0.03,1.45,-0.33,0.39
"140US06113011400","06113011400",-0.88,0.13,0.12,-0.93
"140US06107000201","06107000201",-7.01,2.88,0.16,-3.44
"140US06007000300","06007000300",-1.18,-0.82,0.31,0.45
"140US06001440331","06001440331",-1.58,1.71,0.18,-0.35
"140US06001441921","06001441921",-0.3,2.02,1.67,-0.33
"140US06001443104","06001443104",0.7,1.72,0.78,0.61
"140US06001444601","06001444601",0.87,1.05,0.02,-0.34
"140US06001450746","06001450746",1.57,0.92,-0.74,1.3
"140US06001451403","06001451403",0.58,1.42,0.12,-0.76
"140US06007000102","06007000102",0.44,-0.46,-0.21,0.02
"140US06001410000","06001410000",1.23,-0.08,-0.21,-0.44
"140US06001422400","06001422400",0.66,0.2,3.48,0.98
"140US06001423602","06001423602",-0.68,-0.46,3.31,2.03
"140US06001426200","06001426200",3.14,2.12,0.9,1.09
"140US06001432400","06001432400",-2.06,0.94,0.05,-0.78
"140US06001432700","06001432700",1.18,0.55,0.62,-0.96
"140US06001401000","06001401000",-1.18,-0.94,1.03,1.04
"140US06001401500","06001401500",-1.26,-1.11,1.98,0.25
"140US06001403900","06001403900",1.26,0.16,1.61,0.29
"140US06001404700","06001404700",3.31,0.54,0.8,-0.45
"140US06001433104","06001433104",-1.26,0.68,1.47,-0.12
"140US06001433600","06001433600",-1.43,0.61,1.48,-0.76
"140US06001437102","06001437102",-1.63,0.73,0.75,-0.66
"140US06001438201","06001438201",-2.47,1.13,-0.09,-2.33
"140US06001407800","06001407800",0.32,0.44,0.22,0.12
"140US06001408800","06001408800",-6.53,1.22,-0.13,0.61
"140US06001406700","06001406700",1.25,0.73,0.89,0.06
"140US06019001201","06019001201",-7.07,1.6,-0.96,-0.3
"140US06019002100","06019002100",-2.19,-0.67,-0.03,-0.21
"140US06037577000","06037577000",-0.58,0.93,1.08,0.68
"140US06037577604","06037577604",3.3,0.17,1.54,-0.66
"140US06037600902","06037600902",-4.3,1.33,0.45,-0.64
"140US06047000301","06047000301",-3.57,1.4,-0.78,-1.13
"140US06037910504","06037910504",-5.01,1.64,-1.52,0
"140US06013349000","06013349000",1.83,1.12,0.51,0.55
"140US06013356001","06013356001",0.63,0.75,-0.18,-0.73
"140US06013359202","06013359202",2.04,-0.42,0.66,-0.68
"140US06013368002","06013368002",-4.92,1.3,-0.43,-1.43
"140US06019005906","06019005906",0.97,0.16,0.15,0.45
"140US06019006300","06019006300",-0.49,1.27,-0.71,-0.8
"140US06037650901","06037650901",-0.3,1.18,1.29,0.16
"140US06037432601","06037432601",-4.21,2.07,0.35,-2.37
"140US06059042325","06059042325",2.6,1.54,1.55,0.35
"140US06059052410","06059052410",0.59,0.48,1.38,-1.23
"140US06059052422","06059052422",1.95,1.82,0.03,0.6
"140US06037123303","06037123303",-4.3,1.34,1.03,-1.83
"140US06037123800","06037123800",-1.11,-0.76,1.4,0.62
"140US06029000904","06029000904",-0.9,0.88,-0.72,0.2
"140US06019005522","06019005522",1.99,1.85,-0.35,0.44
"140US06029005506","06029005506",-0.03,-0.13,-0.53,-1.25
"140US06037482402","06037482402",-1.89,1.41,1.17,-2.7
"140US06037500100","06037500100",2.92,0.92,0.87,-0.65
"140US06059088002","06059088002",-0.3,0.54,0.29,-1.22
"140US06037501501","06037501501",1.53,0.78,0.65,0.2
"140US06037670407","06037670407",0.7,1.88,1.67,0.74
"140US06053013400","06053013400",2.34,-0.02,0.23,-0.59
"140US06053980000","06053980000",-7.11,5.58,1.8,-5.83
"140US06055200503","06055200503",-3.27,1.12,2.17,-1.94
"140US06073008329","06073008329",0.82,0.99,0.56,0.94
"140US06073008341","06073008341",0.42,-0.37,2.72,0.53
"140US06037106406","06037106406",-1.15,1.57,0.37,-1.11
"140US06037108104","06037108104",2.31,1.02,0.73,0.07
"140US06037109601","06037109601",-1.92,1.1,-0.04,-1.78
"140US06071940100","06071940100",1.3,-4.59,-0.3,-3.46
"140US06085511909","06085511909",2.41,1.99,0.56,0.73
"140US06059074406","06059074406",-6.43,2.99,-0.02,-4
"140US06059074802","06059074802",-7.67,4.61,0.41,-4.54
"140US06037920339","06037920339",1.32,2.52,-0.65,1.03
"140US06037980018","06037980018",NA,NA,NA,NA
"140US06037980026","06037980026",-1.68,4.72,-4.5,5.67
"140US06107000502","06107000502",-5.19,3.24,0.01,-2.99
"140US06073018906","06073018906",-1.79,1.3,0.18,-1.04
"140US06073020811","06073020811",1.96,0.68,0.09,0.61
"140US06075010100","06075010100",0.11,-0.73,3.94,-0.84
"140US06111003012","06111003012",-4.27,4.54,0.15,-4.31
"140US06111004504","06111004504",-5.23,3.11,0.07,-3.4
"140US06065043266","06065043266",-1.88,1.4,0.04,1.1
"140US06065043314","06065043314",-0.99,-0.21,-1.3,0.63
"140US06065043503","06065043503",-1.37,-3.9,0.14,-0.45
"140US06075023200","06075023200",-3.17,0.71,1.04,-0.39
"140US06075026100","06075026100",-2.49,1.3,2.35,-2.42
"140US06085512035","06085512035",0.88,0.96,-0.11,0.76
"140US06085512510","06085512510",0,1.01,0.6,0.21
"140US06073004000","06073004000",-7.15,2.72,0.34,-2.97
"140US06073007100","06073007100",3.14,-0.3,1.05,-0.67
"140US06073007800","06073007800",0.05,1.25,1.37,0.14
"140US06007003200","06007003200",-1.66,-1.92,-1.02,-0.61
"140US06013304001","06013304001",1.15,1.62,-0.08,1.31
"140US06013313103","06013313103",0,0.26,0.06,-0.36
"140US06013318000","06013318000",1.42,0.4,0.64,0.09
"140US06007001300","06007001300",-4.35,-0.78,-0.59,0.04
"140US06007002100","06007002100",0.78,-2.72,-0.76,-0.56
"140US06071008706","06071008706",0.93,0.76,-0.43,-0.26
"140US06037261102","06037261102",3.99,0.72,3.28,0.45
"140US06001410100","06001410100",-2.58,0.04,-0.52,0.62
"140US06037208801","06037208801",-8.3,2.12,3.3,-4.79
"140US06037211120","06037211120",-3.42,1.68,2.58,-2.44
"140US06071010023","06071010023",-0.67,0.85,-0.67,-0.07
"140US06071010413","06071010413",-1.05,-1.48,-0.54,0.13
"140US06071009714","06071009714",-1.23,-0.41,-1.2,0.51
"140US06071009904","06071009904",-4.52,0.54,-0.96,0.59
"140US06007000903","06007000903",-0.51,0.51,0.16,0.64
"140US06013323000","06013323000",1.68,0.46,-0.47,0.56
"140US06001408100","06001408100",2.94,0.79,1.58,-0.13
"140US06001451101","06001451101",2.22,1.83,0.93,1.05
"140US06037241001","06037241001",-6.14,0.62,-0.14,-1.23
"140US06037242100","06037242100",-10.14,2.03,-1.32,0.6
"140US06037570001","06037570001",0.97,1.35,-0.35,0.11
"140US06037570603","06037570603",-4.78,0.3,-0.86,2.57
"140US06037571300","06037571300",1.47,0.45,-0.17,-0.16
"140US06037920328","06037920328",2.23,1.41,2.12,0.86
"140US06071007108","06071007108",-2.97,2.14,0.21,1
"140US06085508508","06085508508",-0.15,1.45,1.37,-0.14
"140US06037269300","06037269300",2.82,2.06,0.8,0.74
"140US06037141302","06037141302",1.35,-0.27,2.28,0.27
"140US06071007410","06071007410",-2.08,0.26,0.9,-0.29
"140US06071008301","06071008301",1.67,-0.45,1.14,-0.04
"140US06081608600","06081608600",0.35,0.73,1.09,0.48
"140US06017031405","06017031405",1.95,0.09,-0.52,-0.34
"140US06019001202","06019001202",-6.43,1.88,-2.04,-0.31
"140US06019001500","06019001500",-5.15,0.07,0.36,-2.04
"140US06019003302","06019003302",-5.13,0.3,-0.6,-0.97
"140US06019003808","06019003808",-2.74,2.21,-1.21,-1.04
"140US06019004002","06019004002",-4.5,2.09,-0.56,-1.77
"140US06019004214","06019004214",1.79,-0.25,0.41,-0.83
"140US06019005405","06019005405",0.99,-0.78,-0.59,-0.35
"140US06037576602","06037576602",0.98,-0.28,2.74,-0.26
"140US06037600302","06037600302",-1.62,-0.73,-0.31,0.05
"140US06077003113","06077003113",-3.27,0.17,0.3,0.65
"140US06089010702","06089010702",1.49,-0.07,0.03,0.22
"140US06095250501","06095250501",-0.08,-0.39,-0.62,-0.87
"140US06071002601","06071002601",-2.66,2.16,-1.01,-2.17
"140US06085503332","06085503332",3.54,-2.12,1.46,-1.88
"140US06085503507","06085503507",-4.69,3.29,0.48,-3.56
"140US06071007408","06071007408",-6,1.04,-0.77,-1.29
"140US06073003113","06073003113",-1.2,0.38,0.4,-1.54
"140US06073003214","06073003214",-0.39,1.54,-0.6,-0.1
"140US06073005000","06073005000",-8,2.7,-0.43,-0.66
"140US06073005500","06073005500",3.44,1.7,1.02,0.08
"140US06073020709","06073020709",0.92,1.47,-0.08,0.12
"140US06085508001","06085508001",1,1.89,1.19,0.19
"140US06073006801","06073006801",1.24,-0.69,1.43,0.28
"140US06073008200","06073008200",3.21,-1.25,3.24,-0.48
"140US06073008501","06073008501",1.6,0.44,0.28,0.12
"140US06073009104","06073009104",2.82,-0.3,0.4,-0.82
"140US06073009506","06073009506",1.94,0.82,0.46,0.5
"140US06073010110","06073010110",-3.29,2.04,-0.42,-1.27
"140US06073011100","06073011100",1.97,0.69,1.31,1.08
"140US06073012101","06073012101",-2.47,1.82,-0.61,-0.68
"140US06067009606","06067009606",-3.54,-0.2,-0.37,0.73
"140US06069000400","06069000400",-3.68,1.19,0.19,-0.7
"140US06083002012","06083002012",1.13,0.95,-0.52,0.34
"140US06083002502","06083002502",-4.68,2.93,-0.09,-2.35
"140US06083002806","06083002806",-0.05,1.12,-1.05,0.29
"140US06083002926","06083002926",-2.77,-0.5,2.15,0.1
"140US06085500200","06085500200",0.08,1.05,1.53,0.06
"140US06085502002","06085502002",-4.68,2.69,0.27,-1.36
"140US06037620601","06037620601",0.68,1.07,0.98,0.89
"140US06037621201","06037621201",2.12,1.23,1.04,0.72
"140US06037650800","06037650800",1.08,1.24,1.55,-0.23
"140US06037651302","06037651302",2.36,0.45,0.37,-0.23
"140US06037670328","06037670328",3.65,1.84,1.69,0.05
"140US06073020308","06073020308",-2.02,-1.07,1.8,-1.87
"140US06073020708","06073020708",1.14,0.72,-0.35,-0.03
"140US06073021400","06073021400",1.02,1,0.43,0.66
"140US06075012800","06075012800",2.65,1.15,3.19,1.25
"140US06075015100","06075015100",2.07,-3.02,5.23,-0.71
"140US06075016802","06075016802",0.92,-0.69,3.72,0.81
"140US06087100100","06087100100",2.8,0.31,-0.03,-0.18
"140US06087110200","06087110200",-3.33,2.04,-0.04,-1.33
"140US06037551000","06037551000",-0.39,0.29,0.09,-1.57
"140US06037551800","06037551800",-2.11,1.61,-0.48,0.04
"140US06037554104","06037554104",-3.09,0.38,0.46,-0.09
"140US06095252000","06095252000",2,-0.19,1.17,-0.12
"140US06095252305","06095252305",1.59,0.64,0.32,0.22
"140US06095252311","06095252311",2.26,1.6,0.21,0.17
"140US06095252607","06095252607",-4.14,2.44,-0.39,-0.72
"140US06079011704","06079011704",2.01,-0.99,1.81,-0.65
"140US06037554406","06037554406",-0.25,0.68,0.59,-0.66
"140US06037554519","06037554519",1.52,1.21,1.46,-1.85
"140US06037555102","06037555102",-4.3,2.02,0.38,-2.18
"140US06037570100","06037570100",-0.7,0.4,-0.41,-0.77
"140US06037571102","06037571102",1.43,0.72,0.18,0.26
"140US06037571900","06037571900",0.53,0.71,0.85,0.89
"140US06037573402","06037573402",-3.44,2.16,-0.58,-0.41
"140US06037670602","06037670602",3.6,-0.07,1.49,-0.76
"140US06037702201","06037702201",1.26,0.41,1.53,0.29
"140US06037461600","06037461600",-3.91,1.66,0.85,-0.35
"140US06037463400","06037463400",0.96,0.41,2.22,0.64
"140US06071012101","06071012101",1.04,-0.01,-0.3,-0.27
"140US06081611400","06081611400",4.47,1.61,2.33,0.68
"140US06085509109","06085509109",2.19,2.43,2.25,1
"140US06085510600","06085510600",1.19,1.84,1.13,-0.99
"140US06085511907","06085511907",2.57,1.82,0.49,-0.07
"140US06085512020","06085512020",-1.6,2.22,1.08,0.35
"140US06085512031","06085512031",1.52,0.84,-0.2,0.16
"140US06085512100","06085512100",-0.76,2.35,0.84,-2.41
"140US06037800325","06037800325",2.8,-1.13,1.38,-0.03
"140US06037800328","06037800328",1.05,0.56,0,0.97
"140US06037800506","06037800506",2.87,0.82,1.61,0.3
"140US06037901007","06037901007",1.49,0.77,0.36,-0.38
"140US06085504602","06085504602",-1.19,2.32,0.13,-0.22
"140US06085504806","06085504806",0.23,1.37,0.14,-0.78
"140US06097150800","06097150800",0.71,0.85,0.64,-0.13
"140US06097151309","06097151309",0.27,-0.02,0.59,0.09
"140US06111008306","06111008306",0.62,1.68,0.03,0.34
"140US06037901213","06037901213",2.5,0.54,-0.17,-0.24
"140US06037910301","06037910301",1.15,0.65,-0.07,-0.32
"140US06037910711","06037910711",-3.75,1.29,-0.95,-0.02
"140US06077003209","06077003209",0.81,0.11,-0.92,-0.18
"140US06037481001","06037481001",-2.24,1.1,1.92,-2.35
"140US06077003306","06077003306",-2.56,0.74,-0.72,0.08
"140US06077004105","06077004105",1.16,0.84,0.08,-0.1
"140US06077005001","06077005001",0.55,0.43,-0.03,-0.19
"140US06077005124","06077005124",-0.56,-0.17,-0.64,0.47
"140US06077005207","06077005207",-0.4,2.33,-0.77,0.33
"140US06077005502","06077005502",1.07,1.62,-0.65,0.92
"140US06079011002","06079011002",0.31,0,1.27,0.71
"140US06037920018","06037920018",1.06,1.68,-0.55,0.43
"140US06087121700","06087121700",0.33,0.8,0.3,-0.17
"140US06087123100","06087123100",-1.68,1.01,-0.61,-1.37
"140US06071002013","06071002013",0.46,0.28,-0.1,0.31
"140US06071002304","06071002304",0.19,2.17,-0.2,0.75
"140US06097151700","06097151700",0.89,0.05,0.05,0.39
"140US06097152701","06097152701",1.4,-0.17,0.43,0.5
"140US06085512309","06085512309",1.47,1.75,-0.09,-0.16
"140US06085512313","06085512313",-1.8,2.44,-0.57,0.39
"140US06037575201","06037575201",-6.47,2.01,-0.3,-0.91
"140US06071001312","06071001312",-1.24,1.64,-0.55,0.08
"140US06071001804","06071001804",-0.75,2.21,0.77,-0.64
"140US06071002022","06071002022",1.34,2.27,-0.43,0.75
"140US06071002028","06071002028",0.45,1.43,-0.72,0.42
"140US06071002035","06071002035",1.16,1.43,-0.23,0.29
"140US06071002206","06071002206",0.02,2,-0.82,-0.25
"140US06071002602","06071002602",-3.39,2.13,-1.28,-1.01
"140US06071003405","06071003405",-4.81,2.04,-0.59,1.03
"140US06071004104","06071004104",-7.09,1.91,-1.43,-2.78
"140US06071004505","06071004505",-2.29,0.06,-0.82,-0.26
"140US06071006601","06071006601",-3.38,1.06,-0.02,-1.28
"140US06073002709","06073002709",-6.17,1.22,0.7,-0.45
"140US06075026404","06075026404",-3.66,1.88,0.92,-2.2
"140US06071010803","06071010803",1.45,-1.14,0.27,-0.77
"140US06071012002","06071012002",-1.61,-0.61,-0.49,0.33
"140US06073001300","06073001300",-1.29,0.11,2.91,0.6
"140US06113010402","06113010402",1.24,1.14,-0.58,-0.04
"140US06065045502","06065045502",-5.79,1.13,0.16,-2.79
"140US06065045706","06065045706",-6.73,1.88,-0.48,-1.89
"140US06065046402","06065046402",-2.82,0.08,-1.65,-0.08
"140US06077003215","06077003215",-1.02,0.98,-0.2,0.45
"140US06077003602","06077003602",-1.76,0.68,-0.16,-1.34
"140US06019003803","06019003803",-1.2,0.69,-0.61,-0.98
"140US06019004208","06019004208",1.56,1.37,-0.14,0
"140US06019005305","06019005305",-1.8,0.17,-1.07,-0.06
"140US06019005517","06019005517",2,2.42,-0.68,1.28
"140US06021010300","06021010300",0.55,-1.1,-0.4,-1.17
"140US06059075607","06059075607",1.74,1.2,1.39,0.58
"140US06059075810","06059075810",2.92,0.17,0.57,-0.77
"140US06059076201","06059076201",0.89,1.36,0.27,-0.34
"140US06059032061","06059032061",3.75,0.2,0.72,-0.28
"140US06037534802","06037534802",-6.53,3.45,0.71,-3.51
"140US06037535603","06037535603",-6.86,3.28,0.78,-2.99
"140US06037535901","06037535901",-3.78,2.12,-0.27,-2.19
"140US06013354002","06013354002",4.26,0.99,1.67,-0.28
"140US06013355111","06013355111",-0.18,1,-0.68,0.8
"140US06037541100","06037541100",-3.81,0.8,-1.58,-0.71
"140US06037541801","06037541801",-6.88,3.7,-0.04,-3.84
"140US06037542601","06037542601",-7.06,3.02,-0.51,-1.51
"140US06037543701","06037543701",-1.4,1.88,-0.3,-2.28
"140US06037550202","06037550202",-1.56,2.6,-0.15,-1.63
"140US06099000503","06099000503",-0.87,1.02,-0.39,0.72
"140US06099000906","06099000906",1.02,0.43,-0.17,0.48
"140US06073008006","06073008006",2.31,0.69,1.86,1.03
"140US06089011401","06089011401",0.79,-0.31,-0.72,-0.09
"140US06089012303","06089012303",0.98,-1.18,-1.2,-0.49
"140US06073009901","06073009901",2.24,1.46,2.78,1.05
"140US06073010011","06073010011",-2.09,0.38,-0.65,-1.49
"140US06111001204","06111001204",-1.39,0.58,-0.56,-0.37
"140US06111001700","06111001700",3.29,-0.24,0.61,-1.07
"140US06037120400","06037120400",-4.18,1.21,1.06,-2.32
"140US06053010305","06053010305",0.16,0.65,-0.44,-0.74
"140US06013336202","06013336202",-7.15,4.04,0.79,-2.69
"140US06013339002","06013339002",0.99,-0.29,2.76,0.17
"140US06053010504","06053010504",-3.35,1.83,-0.64,-0.26
"140US06013345112","06013345112",1.29,1.91,1.6,1.63
"140US06095253500","06095253500",0.64,-2.39,-0.07,-1.23
"140US06073014200","06073014200",-0.55,0.52,-0.79,-0.72
