HEROP_ID,FIPS,PcpPer100k,SpPer100k,TotPcp,TotSp
140US17119403122,17119403122,17.53,52.59,1.0,3
140US17113005202,17113005202,0.0,0.0,0.0,0
140US17097861202,17097861202,46.13,0.0,2.0,0
140US17097861304,17097861304,0.0,0.0,0.0,0
140US17097861403,17097861403,0.0,0.0,0.0,0
140US17097861507,17097861507,0.0,0.0,0.0,0
140US17097861508,17097861508,161.33,107.56,6.0,4
140US17113005501,17113005501,41.82,0.0,1.0,0
140US17115001900,17115001900,50.13,0.0,1.0,0
140US17115002300,17115002300,0.0,0.0,0.0,0
140US17115002401,17115002401,0.0,41.65,0.0,1
140US17097861510,17097861510,261.57,824.95,13.0,41
140US17089850701,17089850701,12.93,25.85,3.0,6
140US17135957600,17135957600,31.99,0.0,1.0,0
140US17135957900,17135957900,125.5,20.92,6.0,1
140US17115002903,17115002903,0.0,23.74,0.0,1
140US17115002904,17115002904,58.53,78.03,3.0,4
140US17077010800,17077010800,678.98,1195.0,25.0,44
140US17115003100,17115003100,0.0,46.1,0.0,1
140US17137951400,17137951400,0.0,0.0,0.0,0
140US17105960200,17105960200,0.0,0.0,0.0,0
140US17105960400,17105960400,31.37,0.0,1.0,0
140US17105960500,17105960500,67.7,0.0,2.0,0
140US17107953100,17107953100,0.0,0.0,0.0,0
140US17007010601,17007010601,0.0,0.0,0.0,0
140US17117956700,17117956700,0.0,0.0,0.0,0
140US17117957200,17117957200,103.89,186.99,5.0,9
140US17119400102,17119400102,0.0,0.0,0.0,0
140US17119400200,17119400200,0.0,0.0,0.0,0
140US17031806102,17031806102,279.25,223.4,10.0,8
140US17031808301,17031808301,102.93,17.16,6.0,1
140US17031808302,17031808302,106.13,26.53,4.0,1
140US17031808500,17031808500,0.0,0.0,0.0,0
140US17141961100,17141961100,158.82,99.27,8.0,5
140US17141961400,17141961400,73.53,24.51,3.0,1
140US17195001700,17195001700,0.0,0.0,0.0,0
140US17077011600,17077011600,25.92,259.2,1.0,10
140US17079977300,17079977300,0.0,0.0,0.0,0
140US17081050800,17081050800,0.0,0.0,0.0,0
140US17029001100,17029001100,0.0,0.0,0.0,0
140US17031010202,17031010202,140.25,35.06,4.0,1
140US17031010300,17031010300,60.15,15.04,4.0,1
140US17031010600,17031010600,0.0,111.62,0.0,7
140US17031020301,17031020301,0.0,18.27,0.0,1
140US17031020400,17031020400,0.0,23.61,0.0,1
140US17031020802,17031020802,37.73,0.0,3.0,0
140US17031020901,17031020901,67.05,16.76,4.0,1
140US17031600700,17031600700,0.0,0.0,0.0,0
140US17031610800,17031610800,0.0,0.0,0.0,0
140US17031611400,17031611400,65.36,0.0,2.0,0
140US17031611500,17031611500,0.0,0.0,0.0,0
140US17031611900,17031611900,0.0,0.0,0.0,0
140US17031620100,17031620100,0.0,0.0,0.0,0
140US17031803400,17031803400,16.24,178.6,1.0,11
140US17119400951,17119400951,39.96,19.98,2.0,1
140US17119401100,17119401100,31.36,31.36,2.0,2
140US17111870606,17111870606,178.77,379.89,8.0,17
140US17031803605,17031803605,27.5,0.0,2.0,0
140US17119401722,17119401722,37.66,0.0,1.0,0
140US17119401901,17119401901,215.17,53.79,4.0,1
140US17031801603,17031801603,0.0,24.22,0.0,1
140US17031801607,17031801607,492.61,644.18,26.0,34
140US17031801702,17031801702,320.03,277.36,15.0,13
140US17031802002,17031802002,0.0,0.0,0.0,0
140US17109010700,17109010700,304.68,348.2,14.0,16
140US17109011000,17109011000,87.99,0.0,2.0,0
140US17121951700,17121951700,0.0,0.0,0.0,0
140US17121951900,17121951900,0.0,0.0,0.0,0
140US17021958600,17021958600,0.0,0.0,0.0,0
140US17119402000,17119402000,164.63,305.74,7.0,13
140US17111870703,17111870703,19.24,0.0,1.0,0
140US17111870811,17111870811,0.0,0.0,0.0,0
140US17031561000,17031561000,98.94,49.47,6.0,3
140US17021958700,17021958700,0.0,22.02,0.0,1
140US17021958900,17021958900,0.0,0.0,0.0,0
140US17023060200,17023060200,79.45,0.0,3.0,0
140US17023060400,17023060400,0.0,0.0,0.0,0
140US17031570100,17031570100,76.8,76.8,1.0,1
140US17031580100,17031580100,0.0,0.0,0.0,0
140US17031580400,17031580400,21.22,21.22,1.0,1
140US17119403402,17119403402,0.0,0.0,0.0,0
140US17119403532,17119403532,19.54,0.0,1.0,0
140US17119403534,17119403534,0.0,145.17,0.0,6
140US17119403601,17119403601,89.21,29.74,3.0,1
140US17031440202,17031440202,31.12,155.62,1.0,5
140US17031440700,17031440700,0.0,0.0,0.0,0
140US17031450300,17031450300,26.45,52.9,1.0,2
140US17031460302,17031460302,0.0,0.0,0.0,0
140US17031460400,17031460400,0.0,0.0,0.0,0
140US17031690400,17031690400,0.0,0.0,0.0,0
140US17031691200,17031691200,0.0,0.0,0.0,0
140US17119402500,17119402500,0.0,0.0,0.0,0
140US17119402701,17119402701,27.89,0.0,2.0,0
140US17119402721,17119402721,25.5,51.0,2.0,4
140US17113001402,17113001402,0.0,0.0,0.0,0
140US17063000600,17063000600,0.0,0.0,0.0,0
140US17063000800,17063000800,38.59,0.0,2.0,0
140US17065973200,17065973200,0.0,0.0,0.0,0
140US17031700100,17031700100,28.15,28.15,1.0,1
140US17111871106,17111871106,0.0,0.0,0.0,0
140US17111871107,17111871107,0.0,0.0,0.0,0
140US17111871202,17111871202,83.33,100.0,5.0,6
140US17111871205,17111871205,0.0,68.31,0.0,3
140US17127970100,17127970100,0.0,0.0,0.0,0
140US17079977500,17079977500,25.05,0.0,1.0,0
140US17081050100,17081050100,0.0,0.0,0.0,0
140US17021958200,17021958200,0.0,0.0,0.0,0
140US17031580501,17031580501,20.08,0.0,1.0,0
140US17031580600,17031580600,0.0,0.0,0.0,0
140US17031590700,17031590700,0.0,0.0,0.0,0
140US17031470100,17031470100,85.62,171.23,2.0,4
140US17031480200,17031480200,87.8,0.0,1.0,0
140US17109011100,17109011100,0.0,0.0,0.0,0
140US17111870402,17111870402,0.0,34.72,0.0,2
140US17111870603,17111870603,20.41,61.24,1.0,3
140US17119401300,17119401300,0.0,38.88,0.0,2
140US17029000600,17029000600,0.0,0.0,0.0,0
140US17043845810,17043845810,174.35,24.91,7.0,1
140US17043845901,17043845901,157.04,62.81,5.0,2
140US17043845902,17043845902,607.64,1359.95,21.0,47
140US17097863701,17097863701,81.8,0.0,4.0,0
140US17097863702,17097863702,0.0,26.21,0.0,1
140US17097863902,17097863902,255.75,289.86,15.0,17
140US17097864001,17097864001,0.0,15.85,0.0,1
140US17043846409,17043846409,181.85,101.03,9.0,5
140US17097864306,17097864306,136.92,638.98,3.0,14
140US17097864403,17097864403,310.32,19.39,16.0,1
140US17031804803,17031804803,17.13,0.0,1.0,0
140US17095001300,17095001300,25.91,0.0,1.0,0
140US17097860200,17097860200,200.4,543.95,7.0,19
140US17163503203,17163503203,15.39,0.0,1.0,0
140US17089850103,17089850103,50.12,100.23,3.0,6
140US17163503304,17163503304,117.82,103.09,8.0,7
140US17163503323,17163503323,0.0,71.73,0.0,5
140US17163503332,17163503332,20.95,0.0,1.0,0
140US17163503404,17163503404,0.0,0.0,0.0,0
140US17043846207,17043846207,0.0,0.0,0.0,0
140US17031251800,17031251800,40.46,20.23,2.0,1
140US17031252101,17031252101,0.0,0.0,0.0,0
140US17031260600,17031260600,0.0,0.0,0.0,0
140US17031260900,17031260900,67.2,0.0,1.0,0
140US17031271400,17031271400,420.52,1009.25,5.0,12
140US17031271800,17031271800,118.91,0.0,1.0,0
140US17031280100,17031280100,15.51,77.56,1.0,5
140US17031282700,17031282700,92.08,0.0,2.0,0
140US17031804406,17031804406,0.0,0.0,0.0,0
140US17031222700,17031222700,0.0,0.0,0.0,0
140US17031222900,17031222900,0.0,0.0,0.0,0
140US17031230500,17031230500,0.0,0.0,0.0,0
140US17031230700,17031230700,16.95,0.0,1.0,0
140US17031231100,17031231100,0.0,0.0,0.0,0
140US17031240500,17031240500,0.0,44.11,0.0,1
140US17067954200,17067954200,0.0,0.0,0.0,0
140US17043846208,17043846208,0.0,30.49,0.0,1
140US17043846307,17043846307,126.5,42.17,6.0,2
140US17043846311,17043846311,0.0,0.0,0.0,0
140US17043846313,17043846313,42.07,84.14,2.0,4
140US17043846314,17043846314,0.0,0.0,0.0,0
140US17031805701,17031805701,0.0,0.0,0.0,0
140US17031805902,17031805902,1164.7,3133.2,71.0,191
140US17031806003,17031806003,268.78,390.96,22.0,32
140US17031811301,17031811301,0.0,0.0,0.0,0
140US17031283200,17031283200,0.0,0.0,0.0,0
140US17031292200,17031292200,0.0,0.0,0.0,0
140US17031804507,17031804507,0.0,8.03,0.0,1
140US17031300600,17031300600,125.55,0.0,4.0,0
140US17073030500,17073030500,45.21,0.0,1.0,0
140US17097863100,17097863100,0.0,0.0,0.0,0
140US17097863202,17097863202,168.98,337.96,9.0,18
140US17075950100,17075950100,0.0,102.11,0.0,3
140US17085020100,17085020100,22.46,0.0,1.0,0
140US17095001000,17095001000,0.0,0.0,0.0,0
140US17095001200,17095001200,0.0,68.78,0.0,1
140US17097861604,17097861604,184.3,110.58,10.0,6
140US17031090100,17031090100,0.0,0.0,0.0,0
140US17031090300,17031090300,0.0,72.57,0.0,1
140US17031100100,17031100100,35.95,35.95,2.0,2
140US17031110100,17031110100,74.53,18.63,4.0,1
140US17031110300,17031110300,0.0,0.0,0.0,0
140US17097860905,17097860905,81.21,16.24,5.0,1
140US17097860906,17097860906,10.82,0.0,1.0,0
140US17075950700,17075950700,0.0,0.0,0.0,0
140US17077010200,17077010200,0.0,0.0,0.0,0
140US17097864101,17097864101,0.0,17.5,0.0,2
140US17201001300,17201001300,1323.96,2358.3,32.0,57
140US17201003601,17201003601,0.0,0.0,0.0,0
140US17201003602,17201003602,0.0,0.0,0.0,0
140US17201003706,17201003706,15.96,0.0,1.0,0
140US17201003708,17201003708,35.37,70.75,1.0,2
140US17077010600,17077010600,0.0,0.0,0.0,0
140US17089850106,17089850106,0.0,0.0,0.0,0
140US17089850301,17089850301,0.0,0.0,0.0,0
140US17089850400,17089850400,313.73,39.22,8.0,1
140US17089853600,17089853600,11.43,0.0,1.0,0
140US17089854100,17089854100,38.83,38.83,2.0,2
140US17091010900,17091010900,0.0,0.0,0.0,0
140US17201003711,17201003711,0.0,0.0,0.0,0
140US17043841208,17043841208,0.0,0.0,0.0,0
140US17043841210,17043841210,0.0,0.0,0.0,0
140US17043841307,17043841307,0.0,0.0,0.0,0
140US17043841313,17043841313,0.0,0.0,0.0,0
140US17043841316,17043841316,314.2,342.76,11.0,12
140US17043841320,17043841320,0.0,0.0,0.0,0
140US17043841321,17043841321,0.0,0.0,0.0,0
140US17031241000,17031241000,0.0,0.0,0.0,0
140US17031241200,17031241200,2225.93,2058.99,40.0,37
140US17031804510,17031804510,30.27,0.0,2.0,0
140US17043845704,17043845704,125.92,20.99,6.0,1
140US17043845803,17043845803,40.41,0.0,2.0,0
140US17097861609,17097861609,84.21,63.16,4.0,3
140US17097861701,17097861701,0.0,0.0,0.0,0
140US17097861901,17097861901,29.46,58.93,1.0,2
140US17097862100,17097862100,19.22,19.22,1.0,1
140US17097862300,17097862300,0.0,0.0,0.0,0
140US17097862603,17097862603,52.24,78.36,4.0,6
140US17097862604,17097862604,292.45,214.47,15.0,11
140US17097862901,17097862901,0.0,0.0,0.0,0
140US17031250400,17031250400,40.3,0.0,2.0,0
140US17031250700,17031250700,18.53,0.0,1.0,0
140US17031251000,17031251000,0.0,0.0,0.0,0
140US17031251500,17031251500,0.0,0.0,0.0,0
140US17031251600,17031251600,0.0,0.0,0.0,0
140US17031340600,17031340600,0.0,0.0,0.0,0
140US17097860809,17097860809,31.21,0.0,1.0,0
140US17097860810,17097860810,0.0,0.0,0.0,0
140US17097860903,17097860903,49.87,0.0,3.0,0
140US17097864510,17097864510,0.0,0.0,0.0,0
140US17031820201,17031820201,78.4,26.13,6.0,2
140US17031811500,17031811500,15.5,0.0,1.0,0
140US17097863004,17097863004,537.15,1387.65,24.0,62
140US17031820300,17031820300,17.78,0.0,1.0,0
140US17031820501,17031820501,0.0,0.0,0.0,0
140US17031820604,17031820604,0.0,0.0,0.0,0
140US17031820700,17031820700,29.71,0.0,2.0,0
140US17031820901,17031820901,0.0,38.07,0.0,2
140US17031821001,17031821001,0.0,0.0,0.0,0
140US17031821300,17031821300,0.0,0.0,0.0,0
140US17031821500,17031821500,0.0,0.0,0.0,0
140US17031821700,17031821700,234.49,255.81,11.0,12
140US17031830004,17031830004,43.48,28.99,3.0,2
140US17031811600,17031811600,32.05,0.0,2.0,0
140US17031811900,17031811900,135.71,118.74,8.0,7
140US17031812200,17031812200,200.55,75.21,8.0,3
140US17097864107,17097864107,39.31,58.96,2.0,3
140US17097864206,17097864206,26.5,0.0,1.0,0
140US17097864305,17097864305,47.79,0.0,2.0,0
140US17085020401,17085020401,0.0,0.0,0.0,0
140US17031804603,17031804603,354.37,455.62,21.0,27
140US17031804607,17031804607,0.0,14.45,0.0,1
140US17031804701,17031804701,837.08,1984.19,54.0,128
140US17031804709,17031804709,31.98,111.93,2.0,7
140US17031804711,17031804711,0.0,0.0,0.0,0
140US17031804712,17031804712,0.0,0.0,0.0,0
140US17031301200,17031301200,73.4,0.0,3.0,0
140US17031301600,17031301600,40.98,20.49,2.0,1
140US17031301803,17031301803,0.0,0.0,0.0,0
140US17031310600,17031310600,248.19,67.69,11.0,3
140US17031310800,17031310800,0.0,0.0,0.0,0
140US17031320100,17031320100,156.96,941.77,21.0,126
140US17163503100,17163503100,40.98,13.66,3.0,1
140US17031827700,17031827700,0.0,34.77,0.0,1
140US17031827901,17031827901,431.03,86.21,10.0,2
140US17157951300,17157951300,102.28,102.28,3.0,3
140US17197883215,17197883215,0.0,0.0,0.0,0
140US17197883307,17197883307,0.0,0.0,0.0,0
140US17197883402,17197883402,0.0,0.0,0.0,0
140US17195000400,17195000400,0.0,32.07,0.0,1
140US17143003402,17143003402,49.99,49.99,2.0,2
140US17143003800,17143003800,29.08,0.0,1.0,0
140US17031730500,17031730500,0.0,0.0,0.0,0
140US17031770700,17031770700,0.0,81.6,0.0,2
140US17031770902,17031770902,86.38,28.79,3.0,1
140US17077010900,17077010900,261.78,130.89,6.0,3
140US17031520100,17031520100,0.0,55.25,0.0,1
140US17031520600,17031520600,0.0,0.0,0.0,0
140US17031530200,17031530200,0.0,0.0,0.0,0
140US17031530503,17031530503,0.0,0.0,0.0,0
140US17031530600,17031530600,0.0,0.0,0.0,0
140US17031560300,17031560300,0.0,0.0,0.0,0
140US17031560700,17031560700,26.84,0.0,1.0,0
140US17179021201,17179021201,149.81,168.54,8.0,9
140US17179021203,17179021203,0.0,0.0,0.0,0
140US17031824506,17031824506,0.0,52.31,0.0,4
140US17031560800,17031560800,152.91,101.94,9.0,6
140US17031824507,17031824507,302.96,396.18,13.0,17
140US17031824602,17031824602,0.0,31.57,0.0,2
140US17031825302,17031825302,0.0,0.0,0.0,0
140US17031825303,17031825303,25.28,25.28,1.0,1
140US17179021900,17179021900,21.32,0.0,1.0,0
140US17179022000,17179022000,71.21,118.68,3.0,5
140US17179022200,17179022200,19.31,0.0,1.0,0
140US17179022400,17179022400,0.0,0.0,0.0,0
140US17183000300,17183000300,0.0,0.0,0.0,0
140US17183000500,17183000500,0.0,0.0,0.0,0
140US17197880411,17197880411,210.34,30.05,7.0,1
140US17197880415,17197880415,26.2,26.2,2.0,2
140US17143004101,17143004101,14.7,14.7,1.0,1
140US17143004300,17143004300,122.55,0.0,3.0,0
140US17179021603,17179021603,72.7,54.53,4.0,3
140US17179021604,17179021604,204.81,0.0,4.0,0
140US17179021801,17179021801,0.0,19.54,0.0,1
140US17197880417,17197880417,0.0,0.0,0.0,0
140US17031720300,17031720300,487.8,536.59,20.0,22
140US17031720400,17031720400,0.0,0.0,0.0,0
140US17031730300,17031730300,0.0,0.0,0.0,0
140US17143004801,17143004801,21.65,21.65,1.0,1
140US17143004802,17143004802,0.0,0.0,0.0,0
140US17197881007,17197881007,0.0,0.0,0.0,0
140US17167002600,17167002600,213.37,0.0,6.0,0
140US17167002700,17167002700,91.44,60.96,3.0,2
140US17031801500,17031801500,496.64,817.05,31.0,51
140US17177001300,17177001300,0.0,0.0,0.0,0
140US17179020302,17179020302,0.0,0.0,0.0,0
140US17167002802,17167002802,0.0,0.0,0.0,0
140US17031824113,17031824113,14.28,14.28,1.0,1
140US17031824117,17031824117,51.98,62.38,5.0,6
140US17031824121,17031824121,0.0,30.5,0.0,1
140US17031824503,17031824503,0.0,0.0,0.0,0
140US17167003300,17167003300,0.0,0.0,0.0,0
140US17031825503,17031825503,86.72,260.15,6.0,18
140US17197880419,17197880419,22.41,0.0,2.0,0
140US17031700200,17031700200,0.0,0.0,0.0,0
140US17031700302,17031700302,0.0,0.0,0.0,0
140US17031700501,17031700501,42.89,0.0,3.0,0
140US17031710400,17031710400,18.14,0.0,1.0,0
140US17031710600,17031710600,0.0,0.0,0.0,0
140US17031710800,17031710800,21.09,0.0,1.0,0
140US17031711300,17031711300,0.0,0.0,0.0,0
140US17031711400,17031711400,0.0,0.0,0.0,0
140US17179020700,17179020700,0.0,0.0,0.0,0
140US17179020800,17179020800,0.0,0.0,0.0,0
140US17011965000,17011965000,0.0,0.0,0.0,0
140US17197880502,17197880502,0.0,0.0,0.0,0
140US17197880602,17197880602,111.48,55.74,4.0,2
140US17197880702,17197880702,0.0,0.0,0.0,0
140US17197880905,17197880905,0.0,0.0,0.0,0
140US17071973400,17071973400,0.0,0.0,0.0,0
140US17073030201,17073030201,61.6,0.0,3.0,0
140US17117956200,17117956200,0.0,40.72,0.0,1
140US17117956400,17117956400,115.01,153.34,6.0,8
140US17197881010,17197881010,26.92,26.92,1.0,1
140US17197881105,17197881105,0.0,0.0,0.0,0
140US17197881109,17197881109,0.0,0.0,0.0,0
140US17161021800,17161021800,0.0,0.0,0.0,0
140US17137951700,17137951700,0.0,0.0,0.0,0
140US17161022800,17161022800,0.0,18.36,0.0,1
140US17161022900,17161022900,0.0,0.0,0.0,0
140US17161023500,17161023500,0.0,0.0,0.0,0
140US17161023700,17161023700,119.66,0.0,3.0,0
140US17161024400,17161024400,0.0,0.0,0.0,0
140US17031823903,17031823903,467.19,1762.58,22.0,83
140US17031824003,17031824003,65.32,16.33,4.0,1
140US17031824006,17031824006,0.0,0.0,0.0,0
140US17031824106,17031824106,28.49,42.74,2.0,3
140US17167003601,17167003601,0.0,0.0,0.0,0
140US17167003603,17167003603,89.08,106.89,5.0,6
140US17031800200,17031800200,62.3,171.31,4.0,11
140US17031800500,17031800500,189.43,0.0,10.0,0
140US17031800700,17031800700,41.14,102.86,2.0,5
140US17031801000,17031801000,230.06,287.58,12.0,15
140US17031801200,17031801200,199.83,0.0,7.0,0
140US17011965300,17011965300,0.0,91.66,0.0,3
140US17011965500,17011965500,0.0,0.0,0.0,0
140US17031620400,17031620400,66.62,22.21,3.0,1
140US17031630400,17031630400,0.0,0.0,0.0,0
140US17031630900,17031630900,0.0,0.0,0.0,0
140US17031640300,17031640300,27.94,27.94,2.0,2
140US17031823602,17031823602,31.77,63.53,2.0,4
140US17031823603,17031823603,88.53,88.53,2.0,2
140US17031823704,17031823704,0.0,24.25,0.0,1
140US17031823801,17031823801,89.19,196.22,5.0,11
140US17031640600,17031640600,24.86,0.0,1.0,0
140US17197880109,17197880109,75.2,75.2,4.0,4
140US17197880114,17197880114,410.12,786.06,12.0,23
140US17197880404,17197880404,76.17,25.39,9.0,3
140US17157951200,17157951200,47.55,63.4,3.0,4
140US17053961900,17053961900,0.0,0.0,0.0,0
140US17195001400,17195001400,47.24,47.24,1.0,1
140US17031826201,17031826201,28.56,0.0,1.0,0
140US17031826401,17031826401,0.0,26.12,0.0,1
140US17031826500,17031826500,0.0,0.0,0.0,0
140US17031826800,17031826800,0.0,0.0,0.0,0
140US17031826902,17031826902,0.0,0.0,0.0,0
140US17031827200,17031827200,274.16,45.69,12.0,2
140US17031827500,17031827500,19.69,0.0,1.0,0
140US17195001600,17195001600,70.55,0.0,2.0,0
140US17177000800,17177000800,65.47,589.2,2.0,18
140US17177001000,17177001000,276.59,125.72,11.0,5
140US17031825900,17031825900,0.0,0.0,0.0,0
140US17031826000,17031826000,35.6,0.0,1.0,0
140US17031650301,17031650301,151.63,0.0,8.0,0
140US17197883505,17197883505,0.0,0.0,0.0,0
140US17097865600,17097865600,26.57,79.7,1.0,3
140US17031660800,17031660800,0.0,0.0,0.0,0
140US17031661100,17031661100,0.0,0.0,0.0,0
140US17031670400,17031670400,0.0,0.0,0.0,0
140US17031670900,17031670900,0.0,0.0,0.0,0
140US17031671500,17031671500,85.36,42.68,2.0,1
140US17031671600,17031671600,0.0,0.0,0.0,0
140US17031680600,17031680600,0.0,0.0,0.0,0
140US17031681200,17031681200,119.47,39.82,3.0,1
140US17031690300,17031690300,40.75,0.0,1.0,0
140US17031650400,17031650400,0.0,0.0,0.0,0
140US17031650500,17031650500,0.0,0.0,0.0,0
140US17031660500,17031660500,63.56,42.37,3.0,2
140US17097864512,17097864512,69.27,0.0,3.0,0
140US17097865501,17097865501,87.18,43.59,2.0,1
140US17173959600,17173959600,0.0,0.0,0.0,0
140US17045070100,17045070100,41.05,0.0,1.0,0
140US17045070300,17045070300,0.0,0.0,0.0,0
140US17031842600,17031842600,48.48,24.24,2.0,1
140US17031843000,17031843000,236.87,78.96,6.0,2
140US17031843400,17031843400,0.0,0.0,0.0,0
140US17031843500,17031843500,126.01,58.16,13.0,6
140US17031843900,17031843900,170.41,142.01,6.0,5
140US17031980000,17031980000,,inf,0.0,2
140US17045070400,17045070400,125.88,143.86,7.0,8
140US17031804105,17031804105,0.0,0.0,0.0,0
140US17049950800,17049950800,95.6,71.7,4.0,3
140US17051950600,17051950600,0.0,0.0,0.0,0
140US17003957800,17003957800,143.16,0.0,2.0,0
140US17181950500,17181950500,80.52,0.0,3.0,0
140US17091012600,17091012600,64.16,0.0,3.0,0
140US17093890400,17093890400,31.39,45.34,9.0,13
140US17093890500,17093890500,21.77,7.26,3.0,1
140US17093890700,17093890700,6.15,0.0,1.0,0
140US17201003904,17201003904,109.36,21.87,5.0,1
140US17201004200,17201004200,15.9,0.0,1.0,0
140US17203030100,17203030100,0.0,0.0,0.0,0
140US17095000200,17095000200,0.0,0.0,0.0,0
140US17095000800,17095000800,37.55,37.55,1.0,1
140US17047956900,17047956900,0.0,0.0,0.0,0
140US17049950500,17049950500,0.0,0.0,0.0,0
140US17031803901,17031803901,27.93,418.88,1.0,15
140US17203030700,17203030700,0.0,0.0,0.0,0
140US17203030300,17203030300,69.61,0.0,2.0,0
140US17035972600,17035972600,22.36,0.0,1.0,0
140US17037000500,17037000500,299.63,399.5,12.0,16
140US17037000900,17037000900,0.0,16.33,0.0,1
140US17037001001,17037001001,0.0,15.55,0.0,1
140US17037001600,17037001600,0.0,0.0,0.0,0
140US17031804102,17031804102,13.92,167.06,1.0,12
140US17193958200,17193958200,0.0,0.0,0.0,0
140US17195000100,17195000100,0.0,0.0,0.0,0
140US17167003100,17167003100,0.0,13.86,0.0,1
140US17169970100,17169970100,0.0,0.0,0.0,0
140US17169970300,17169970300,0.0,0.0,0.0,0
140US17203030400,17203030400,35.35,17.68,2.0,1
140US17143004902,17143004902,0.0,0.0,0.0,0
140US17145030600,17145030600,48.82,97.63,2.0,4
140US17035972500,17035972500,0.0,0.0,0.0,0
140US17043840703,17043840703,0.0,0.0,0.0,0
140US17043840704,17043840704,0.0,0.0,0.0,0
140US17043840706,17043840706,29.14,0.0,1.0,0
140US17007010300,17007010300,0.0,28.79,0.0,2
140US17043846524,17043846524,100.66,0.0,5.0,0
140US17151971300,17151971300,0.0,0.0,0.0,0
140US17155954500,17155954500,0.0,0.0,0.0,0
140US17157950500,17157950500,0.0,0.0,0.0,0
140US17097861011,17097861011,26.01,0.0,2.0,0
140US17047957100,17047957100,46.32,0.0,1.0,0
140US17091011400,17091011400,0.0,0.0,0.0,0
140US17091012100,17091012100,286.86,1434.31,10.0,50
140US17145030200,17145030200,68.36,68.36,5.0,5
140US17153971100,17153971100,0.0,0.0,0.0,0
140US17197882100,17197882100,115.56,1040.06,3.0,27
140US17197882400,17197882400,0.0,0.0,0.0,0
140US17197882702,17197882702,0.0,0.0,0.0,0
140US17197882802,17197882802,1136.69,2728.05,40.0,96
140US17197883000,17197883000,106.41,106.41,4.0,4
140US17183010900,17183010900,0.0,0.0,0.0,0
140US17183011100,17183011100,0.0,0.0,0.0,0
140US17031810600,17031810600,22.63,0.0,1.0,0
140US17031804311,17031804311,0.0,12.17,0.0,1
140US17187870200,17187870200,73.83,36.91,2.0,1
140US17187870300,17187870300,0.0,0.0,0.0,0
140US17187870500,17187870500,20.06,20.06,1.0,1
140US17189950300,17189950300,65.0,65.0,2.0,2
140US17097860400,17097860400,51.98,0.0,3.0,0
140US17031804109,17031804109,35.5,177.49,1.0,5
140US17031804202,17031804202,27.47,41.21,2.0,3
140US17031804308,17031804308,16.09,0.0,1.0,0
140US17031804310,17031804310,32.82,0.0,3.0,0
140US17097860600,17097860600,0.0,0.0,0.0,0
140US17067953700,17067953700,0.0,0.0,0.0,0
140US17067954000,17067954000,40.11,0.0,1.0,0
140US17031161200,17031161200,0.0,0.0,0.0,0
140US17089852606,17089852606,293.62,125.84,14.0,6
140US17089852803,17089852803,21.18,42.35,1.0,2
140US17089852805,17089852805,0.0,0.0,0.0,0
140US17089852904,17089852904,0.0,0.0,0.0,0
140US17089852906,17089852906,0.0,0.0,0.0,0
140US17031810900,17031810900,123.72,154.66,8.0,10
140US17031811200,17031811200,80.08,40.04,4.0,2
140US17001000400,17001000400,88.65,0.0,3.0,0
140US17001000600,17001000600,77.64,258.8,3.0,10
140US17001000900,17001000900,0.0,0.0,0.0,0
140US17051950900,17051950900,0.0,0.0,0.0,0
140US17031803608,17031803608,0.0,27.12,0.0,2
140US17031803611,17031803611,0.0,0.0,0.0,0
140US17031803612,17031803612,0.0,0.0,0.0,0
140US17031081500,17031081500,87.24,370.77,4.0,17
140US17075950200,17075950200,55.96,27.98,2.0,1
140US17191954900,17191954900,0.0,0.0,0.0,0
140US17053961600,17053961600,0.0,0.0,0.0,0
140US17055040400,17055040400,25.63,0.0,1.0,0
140US17075950400,17075950400,27.37,54.73,1.0,2
140US17075950600,17075950600,62.83,0.0,2.0,0
140US17197881301,17197881301,69.44,0.0,2.0,0
140US17197881402,17197881402,0.0,0.0,0.0,0
140US17197881604,17197881604,168.0,210.0,4.0,5
140US17081051100,17081051100,0.0,0.0,0.0,0
140US17083010300,17083010300,0.0,0.0,0.0,0
140US17031828000,17031828000,0.0,0.0,0.0,0
140US17031828100,17031828100,41.53,0.0,2.0,0
140US17031828401,17031828401,0.0,54.23,0.0,2
140US17031828506,17031828506,0.0,0.0,0.0,0
140US17031828601,17031828601,25.07,25.07,1.0,1
140US17031150300,17031150300,63.62,0.0,5.0,0
140US17031150501,17031150501,0.0,0.0,0.0,0
140US17031151001,17031151001,36.85,0.0,1.0,0
140US17031160100,17031160100,116.41,0.0,3.0,0
140US17031160200,17031160200,0.0,33.31,0.0,1
140US17083010402,17083010402,0.0,0.0,0.0,0
140US17031221500,17031221500,0.0,0.0,0.0,0
140US17089851400,17089851400,0.0,0.0,0.0,0
140US17089851500,17089851500,0.0,0.0,0.0,0
140US17089851801,17089851801,137.02,164.43,10.0,12
140US17031110400,17031110400,44.77,0.0,2.0,0
140US17031110502,17031110502,138.43,138.43,5.0,5
140US17031120200,17031120200,275.13,275.13,13.0,13
140US17031130300,17031130300,72.97,0.0,4.0,0
140US17031140301,17031140301,74.07,0.0,2.0,0
140US17031140400,17031140400,16.64,0.0,1.0,0
140US17031140702,17031140702,16.23,0.0,1.0,0
140US17031140800,17031140800,30.99,0.0,2.0,0
